[1200, 825]
[paragraph, [143.0, 109.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 127.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 145.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 163.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 181.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 199.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 217.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 235.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 253.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 271.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 289.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 307.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 325.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 343.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 361.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 379.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 397.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 415.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 433.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 451.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 469.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 487.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 505.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 523.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 541.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 559.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 577.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 595.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 613.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 631.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 649.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 667.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 685.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 703.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 721.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 739.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 757.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 775.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 793.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 811.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 829.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 847.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 865.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 883.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 901.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 919.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 937.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 955.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 973.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 991.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 1009.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
[paragraph, [143.0, 1027.0, 538.0, 18.0], shoonya_0sQK2TNYGXWC3N, 5690770]
