[2338, 1654]
[paragraph, [179.0, 230.0, 1191.0, 36.0], shoonya_1s70ZBPBTME2YL, 5753342]
[paragraph, [179.0, 266.0, 1191.0, 36.0], shoonya_1s70ZBPBTME2YL, 5753342]
[paragraph, [179.0, 302.0, 1191.0, 36.0], shoonya_1s70ZBPBTME2YL, 5753342]
[paragraph, [179.0, 338.0, 1191.0, 36.0], shoonya_1s70ZBPBTME2YL, 5753342]
[paragraph, [189.0, 397.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 433.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 469.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 505.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 541.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 577.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 613.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 649.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 685.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 721.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 757.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 793.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 829.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 865.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 901.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 937.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 973.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1009.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1045.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1081.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1117.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1153.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1189.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1225.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1261.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1297.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1333.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1369.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1405.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1441.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1477.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1513.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1549.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1585.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1621.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1657.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1693.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1729.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1765.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1801.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1837.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1873.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1909.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1945.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 1981.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 2017.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 2053.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
[paragraph, [189.0, 2089.0, 1191.0, 36.0], shoonya_0sE8YYLW089CXO, 5753342]
