[596, 842]
[headline, [30.0, 30.0, 342.0, 25.5], shoonya_11sJSHAB7IE1YW, 5779745]
[headline, [30.0, 55.5, 342.0, 25.5], shoonya_11sJSHAB7IE1YW, 5779745]
[headline, [30.0, 81.0, 342.0, 25.5], shoonya_11sJSHAB7IE1YW, 5779745]
[headline, [30.0, 106.5, 342.0, 25.5], shoonya_11sJSHAB7IE1YW, 5779745]
[paragraph, [427.0, 78.0, 337.0, 18.0], 4gVBzhmX-h, 5779745]
[paragraph, [427.0, 96.0, 337.0, 18.0], 4gVBzhmX-h, 5779745]
[paragraph, [427.0, 114.0, 337.0, 18.0], 4gVBzhmX-h, 5779745]
[website-link, [553.0, 113.0, 199.0, 18.0], ni-6eAIJsK, 5779745]
[paragraph, [225.0, 176.0, 186.0, 18.0], shoonya_4sQR9JUX9WL471, 5779745]
[paragraph, [225.0, 194.0, 186.0, 18.0], shoonya_4sQR9JUX9WL471, 5779745]
[paragraph, [225.0, 212.0, 186.0, 18.0], shoonya_4sQR9JUX9WL471, 5779745]
[paragraph, [225.0, 230.0, 186.0, 18.0], shoonya_4sQR9JUX9WL471, 5779745]
[paragraph, [620.0, 176.0, 187.0, 18.0], shoonya_7sG5CKBH4OVNN2, 5779745]
[paragraph, [620.0, 194.0, 187.0, 18.0], shoonya_7sG5CKBH4OVNN2, 5779745]
[paragraph, [620.0, 212.0, 187.0, 18.0], shoonya_7sG5CKBH4OVNN2, 5779745]
[paragraph, [620.0, 230.0, 187.0, 18.0], shoonya_7sG5CKBH4OVNN2, 5779745]
[paragraph, [620.0, 248.0, 187.0, 18.0], shoonya_7sG5CKBH4OVNN2, 5779745]
[paragraph, [230.0, 255.0, 182.0, 18.0], shoonya_1s7NECTI2AEQYG, 5779745]
[paragraph, [230.0, 273.0, 182.0, 18.0], shoonya_1s7NECTI2AEQYG, 5779745]
[paragraph, [230.0, 291.0, 182.0, 18.0], shoonya_1s7NECTI2AEQYG, 5779745]
[paragraph, [626.0, 265.0, 164.0, 18.0], shoonya_21sW911KP5EYVL, 5779745]
[paragraph, [626.0, 283.0, 164.0, 18.0], shoonya_21sW911KP5EYVL, 5779745]
[paragraph, [623.0, 319.0, 76.0, 18.0], shoonya_22sJZFDFREC2BO, 5779745]
[paragraph, [623.0, 337.0, 76.0, 18.0], shoonya_22sJZFDFREC2BO, 5779745]
[paragraph, [623.0, 355.0, 76.0, 18.0], shoonya_22sJZFDFREC2BO, 5779745]
[paragraph, [623.0, 373.0, 76.0, 18.0], shoonya_22sJZFDFREC2BO, 5779745]
[paragraph, [427.0, 327.0, 168.0, 18.0], bk85FfMWL5, 5779745]
[paragraph, [427.0, 345.0, 168.0, 18.0], bk85FfMWL5, 5779745]
[paragraph, [227.0, 328.0, 175.0, 18.0], shoonya_3sEG2JWV4V8TDU, 5779745]
[paragraph, [227.0, 346.0, 175.0, 18.0], shoonya_3sEG2JWV4V8TDU, 5779745]
[paragraph, [227.0, 364.0, 175.0, 18.0], shoonya_3sEG2JWV4V8TDU, 5779745]
[paragraph, [429.0, 365.0, 163.0, 18.0], shoonya_2s19F48CSJ9SMC, 5779745]
[paragraph, [429.0, 383.0, 163.0, 18.0], shoonya_2s19F48CSJ9SMC, 5779745]
[paragraph, [31.0, 372.0, 168.0, 18.0], shoonya_13sFMEJ2CTTCCX, 5779745]
[paragraph, [31.0, 390.0, 168.0, 18.0], shoonya_13sFMEJ2CTTCCX, 5779745]
[paragraph, [227.0, 394.0, 178.0, 18.0], shoonya_15sLMR6DB2J9AS, 5779745]
[paragraph, [227.0, 412.0, 178.0, 18.0], shoonya_15sLMR6DB2J9AS, 5779745]
[paragraph, [227.0, 430.0, 178.0, 18.0], shoonya_15sLMR6DB2J9AS, 5779745]
[paragraph, [429.0, 415.0, 174.0, 18.0], shoonya_0sFWLC73EF9GVB, 5779745]
[paragraph, [429.0, 433.0, 174.0, 18.0], shoonya_0sFWLC73EF9GVB, 5779745]
[paragraph, [429.0, 451.0, 174.0, 18.0], shoonya_0sFWLC73EF9GVB, 5779745]
[paragraph, [429.0, 469.0, 174.0, 18.0], shoonya_0sFWLC73EF9GVB, 5779745]
[paragraph, [28.0, 423.0, 173.0, 18.0], shoonya_5sDLNUZN3E8OTV, 5779745]
[paragraph, [28.0, 441.0, 173.0, 18.0], shoonya_5sDLNUZN3E8OTV, 5779745]
[paragraph, [28.0, 459.0, 173.0, 18.0], shoonya_5sDLNUZN3E8OTV, 5779745]
[paragraph, [25.0, 482.0, 177.0, 18.0], shoonya_6sKHRHO4AH51NO, 5779745]
[paragraph, [25.0, 500.0, 177.0, 18.0], shoonya_6sKHRHO4AH51NO, 5779745]
[paragraph, [25.0, 518.0, 177.0, 18.0], shoonya_6sKHRHO4AH51NO, 5779745]
[paragraph, [429.0, 508.0, 176.0, 18.0], shoonya_8sG147XA16EQJ0, 5779745]
[paragraph, [429.0, 526.0, 176.0, 18.0], shoonya_8sG147XA16EQJ0, 5779745]
[paragraph, [429.0, 544.0, 176.0, 18.0], shoonya_8sG147XA16EQJ0, 5779745]
