[2338, 1654]
[section-title, [347.0, 252.0, 1002.0, 52.5], fWDYkP1X44, 5754170]
[paragraph, [185.0, 331.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 367.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 403.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 439.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 475.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 511.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 547.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 583.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 619.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 655.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 691.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 727.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 763.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 799.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 835.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 871.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 907.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 943.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 979.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1015.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1051.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1087.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1123.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1159.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1195.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1231.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1267.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1303.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[paragraph, [185.0, 1339.0, 1320.0, 36.0], shoonya_1sVMKM2070A2MR, 5754170]
[section-title, [175.0, 1396.0, 415.0, 52.5], wNa7LCiWEi, 5754170]
[paragraph, [187.0, 1466.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1502.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1538.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1574.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1610.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1646.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1682.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1718.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1754.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1790.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1826.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1862.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1898.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [187.0, 1934.0, 1317.0, 36.0], shoonya_0sV0XUYMHEZK3G, 5754170]
[paragraph, [193.0, 2000.0, 1307.0, 36.0], shoonya_2sGZ3PTMDJF3OG, 5754170]
[paragraph, [193.0, 2036.0, 1307.0, 36.0], shoonya_2sGZ3PTMDJF3OG, 5754170]
[paragraph, [193.0, 2072.0, 1307.0, 36.0], shoonya_2sGZ3PTMDJF3OG, 5754170]
