[1571, 1187]
[section-title, [121.0, 78.0, 307.0, 49.5], VP4y3kf0CP, 6471503]
[headline, [119.0, 181.0, 628.0, 37.5], shoonya_5sPHXIKHGXW5FU, 6471503]
[headline, [119.0, 218.5, 628.0, 37.5], shoonya_5sPHXIKHGXW5FU, 6471503]
[headline, [119.0, 256.0, 628.0, 37.5], shoonya_5sPHXIKHGXW5FU, 6471503]
[headline, [119.0, 293.5, 628.0, 37.5], shoonya_5sPHXIKHGXW5FU, 6471503]
[headline, [119.0, 331.0, 628.0, 37.5], shoonya_5sPHXIKHGXW5FU, 6471503]
[paragraph, [123.0, 390.0, 318.0, 36.0], shoonya_4s8N9PFLELZ3ZY, 6471503]
[paragraph, [123.0, 426.0, 318.0, 36.0], shoonya_4s8N9PFLELZ3ZY, 6471503]
[paragraph, [123.0, 462.0, 318.0, 36.0], shoonya_4s8N9PFLELZ3ZY, 6471503]
[paragraph, [123.0, 498.0, 318.0, 36.0], shoonya_4s8N9PFLELZ3ZY, 6471503]
[paragraph, [123.0, 534.0, 318.0, 36.0], shoonya_4s8N9PFLELZ3ZY, 6471503]
[paragraph, [123.0, 570.0, 318.0, 36.0], shoonya_4s8N9PFLELZ3ZY, 6471503]
[paragraph, [123.0, 606.0, 318.0, 36.0], shoonya_4s8N9PFLELZ3ZY, 6471503]
[paragraph, [772.0, 394.0, 321.0, 36.0], szGEHIZoG_, 6471503]
[paragraph, [772.0, 430.0, 321.0, 36.0], szGEHIZoG_, 6471503]
[paragraph, [772.0, 466.0, 321.0, 36.0], szGEHIZoG_, 6471503]
[paragraph, [446.0, 395.0, 321.0, 36.0], shoonya_3s858VB74XV6D7, 6471503]
[paragraph, [446.0, 431.0, 321.0, 36.0], shoonya_3s858VB74XV6D7, 6471503]
[paragraph, [446.0, 467.0, 321.0, 36.0], shoonya_3s858VB74XV6D7, 6471503]
[paragraph, [446.0, 503.0, 321.0, 36.0], shoonya_3s858VB74XV6D7, 6471503]
[paragraph, [446.0, 539.0, 321.0, 36.0], shoonya_3s858VB74XV6D7, 6471503]
[paragraph, [446.0, 575.0, 321.0, 36.0], shoonya_3s858VB74XV6D7, 6471503]
[paragraph, [446.0, 611.0, 321.0, 36.0], shoonya_3s858VB74XV6D7, 6471503]
[paragraph, [446.0, 647.0, 321.0, 36.0], shoonya_3s858VB74XV6D7, 6471503]
[paragraph, [774.0, 522.0, 320.0, 36.0], YhFuUkPZW7, 6471503]
[paragraph, [774.0, 558.0, 320.0, 36.0], YhFuUkPZW7, 6471503]
[paragraph, [774.0, 594.0, 320.0, 36.0], YhFuUkPZW7, 6471503]
[paragraph, [774.0, 630.0, 320.0, 36.0], YhFuUkPZW7, 6471503]
[paragraph, [121.0, 671.0, 317.0, 36.0], shoonya_7sYA884VQ97SLC, 6471503]
[paragraph, [121.0, 707.0, 317.0, 36.0], shoonya_7sYA884VQ97SLC, 6471503]
[paragraph, [121.0, 743.0, 317.0, 36.0], shoonya_7sYA884VQ97SLC, 6471503]
[paragraph, [121.0, 779.0, 317.0, 36.0], shoonya_7sYA884VQ97SLC, 6471503]
[paragraph, [121.0, 815.0, 317.0, 36.0], shoonya_7sYA884VQ97SLC, 6471503]
[paragraph, [121.0, 851.0, 317.0, 36.0], shoonya_7sYA884VQ97SLC, 6471503]
[paragraph, [121.0, 887.0, 317.0, 36.0], shoonya_7sYA884VQ97SLC, 6471503]
[paragraph, [449.0, 695.0, 316.0, 36.0], AO57QCOoov, 6471503]
[paragraph, [449.0, 731.0, 316.0, 36.0], AO57QCOoov, 6471503]
[paragraph, [449.0, 767.0, 316.0, 36.0], AO57QCOoov, 6471503]
[paragraph, [449.0, 803.0, 316.0, 36.0], AO57QCOoov, 6471503]
[paragraph, [449.0, 839.0, 316.0, 36.0], AO57QCOoov, 6471503]
[paragraph, [774.0, 697.0, 321.0, 36.0], QcpiCueJj5, 6471503]
[paragraph, [774.0, 733.0, 321.0, 36.0], QcpiCueJj5, 6471503]
[paragraph, [774.0, 769.0, 321.0, 36.0], QcpiCueJj5, 6471503]
[paragraph, [774.0, 805.0, 321.0, 36.0], QcpiCueJj5, 6471503]
[paragraph, [774.0, 841.0, 321.0, 36.0], QcpiCueJj5, 6471503]
[paragraph, [774.0, 877.0, 321.0, 36.0], QcpiCueJj5, 6471503]
[paragraph, [774.0, 913.0, 321.0, 36.0], QcpiCueJj5, 6471503]
[paragraph, [774.0, 949.0, 321.0, 36.0], QcpiCueJj5, 6471503]
[paragraph, [451.0, 875.0, 319.0, 36.0], 1zmhx5BqKq, 6471503]
[paragraph, [451.0, 911.0, 319.0, 36.0], 1zmhx5BqKq, 6471503]
[paragraph, [776.0, 1021.0, 318.0, 36.0], shoonya_1sHGLEUJ2RT8O1, 6471503]
[paragraph, [776.0, 1057.0, 318.0, 36.0], shoonya_1sHGLEUJ2RT8O1, 6471503]
[paragraph, [776.0, 1093.0, 318.0, 36.0], shoonya_1sHGLEUJ2RT8O1, 6471503]
