[2339, 1656]
[section-title, [736.0, 204.0, 376.0, 52.5], _pvT22Fu9F, 5731132]
[sub-section-title, [786.0, 327.0, 273.0, 55.5], shoonya_3sZAEE1VE953OK, 5731132]
[section-title, [386.0, 529.0, 304.0, 52.5], shoonya_2sYAD4S1SYNGU5, 5731132]
[paragraph, [179.0, 645.0, 1285.0, 36.0], VJoVguBl_1, 5731132]
[paragraph, [179.0, 681.0, 1285.0, 36.0], VJoVguBl_1, 5731132]
[paragraph, [179.0, 717.0, 1285.0, 36.0], VJoVguBl_1, 5731132]
[paragraph, [179.0, 753.0, 1285.0, 36.0], VJoVguBl_1, 5731132]
[paragraph, [386.0, 849.0, 564.0, 36.0], shoonya_4s8ADZ360L35JI, 5731132]
[paragraph, [187.0, 1028.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1064.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1100.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1136.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1172.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1208.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1244.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1280.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1316.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1352.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1388.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1424.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1460.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1496.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1532.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1568.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1604.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [187.0, 1640.0, 1276.0, 36.0], shoonya_0sWD6PM1ZWN6EN, 5731132]
[paragraph, [183.0, 1686.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 1722.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 1758.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 1794.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 1830.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 1866.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 1902.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 1938.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 1974.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 2010.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
[paragraph, [183.0, 2046.0, 1278.0, 36.0], shoonya_1sV8HM20ZDYFUW, 5731132]
