[1492, 1000]
[folio, [322.0, 153.0, 363.0, 18.0], shoonya_2sFNHK25TE7G2Z, 5720323]
[paragraph, [150.0, 209.0, 722.0, 18.0], shoonya_0s5YYHYRG33TKK, 5720323]
[paragraph, [150.0, 227.0, 722.0, 18.0], shoonya_0s5YYHYRG33TKK, 5720323]
[paragraph, [150.0, 245.0, 722.0, 18.0], shoonya_0s5YYHYRG33TKK, 5720323]
[paragraph, [150.0, 263.0, 722.0, 18.0], shoonya_0s5YYHYRG33TKK, 5720323]
[paragraph, [150.0, 281.0, 722.0, 18.0], shoonya_0s5YYHYRG33TKK, 5720323]
[paragraph, [150.0, 299.0, 722.0, 18.0], shoonya_0s5YYHYRG33TKK, 5720323]
[paragraph, [149.0, 328.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 346.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 364.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 382.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 400.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 418.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 436.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 454.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 472.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 490.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 508.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 526.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 544.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 562.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 580.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 598.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [149.0, 616.0, 722.0, 18.0], q59UlXEelE, 5720323]
[paragraph, [152.0, 646.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 664.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 682.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 700.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 718.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 736.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 754.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 772.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 790.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 808.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 826.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 844.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 862.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 880.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 898.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 916.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 934.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 952.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 970.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 988.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1006.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1024.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1042.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1060.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1078.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1096.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1114.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1132.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1150.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1168.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1186.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1204.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1222.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1240.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1258.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1276.0, 723.0, 18.0], s2UQdfazD5, 5720323]
[paragraph, [152.0, 1294.0, 723.0, 18.0], s2UQdfazD5, 5720323]
