[1372, 849]
[section-title, [352.0, 69.0, 143.0, 30.0], shoonya_1s51FI7J2HFARA, 5710408]
[paragraph, [55.0, 131.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 149.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 167.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 185.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 203.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 221.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 239.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 257.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 275.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 293.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 311.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 329.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 347.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 365.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 383.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 401.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 419.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 437.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 455.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 473.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 491.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 509.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
[paragraph, [55.0, 527.0, 731.0, 18.0], shoonya_0s5YI1R7BGS2JK, 5710408]
