[872, 605]
[paragraph, [35.0, 61.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 79.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 97.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 115.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 133.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 151.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 169.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 187.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 205.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 223.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 241.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 259.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 277.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 295.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 313.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 331.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 349.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 367.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 385.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 403.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 421.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 439.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 457.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 475.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 493.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 511.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [35.0, 529.0, 266.0, 18.0], Y8Sm4K-8zy, 6456868]
[paragraph, [301.0, 64.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 82.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 100.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 118.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 136.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 154.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 172.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 190.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 208.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 226.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 244.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 262.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 280.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 298.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 316.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 334.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 352.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 370.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 388.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 406.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 424.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 442.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 460.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 478.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 496.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 514.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 532.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 550.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 568.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 586.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
[paragraph, [301.0, 604.0, 267.0, 18.0], shoonya_0sFYRSKXAWFKTZ, 6456868]
