[2200, 1700]
[paragraph, [372.0, 174.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 210.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 246.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 282.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 318.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 354.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 390.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 426.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 462.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 498.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 534.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 570.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 606.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 642.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 678.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 714.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 750.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 786.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 822.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 858.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 894.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 930.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 966.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 1002.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 1038.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [372.0, 1074.0, 1145.0, 36.0], shoonya_1sW1ROT583TTZ6, 5733933]
[paragraph, [374.0, 1192.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1228.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1264.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1300.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1336.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1372.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1408.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1444.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1480.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1516.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1552.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1588.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1624.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1660.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1696.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1732.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1768.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1804.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1840.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1876.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1912.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1948.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 1984.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 2020.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
[paragraph, [374.0, 2056.0, 1143.0, 36.0], shoonya_0sISVUGZKDYI9S, 5733933]
