[2200, 1700]
[section-title, [614.0, 189.0, 436.0, 52.5], Sqh_j-kpAq, 5753043]
[author, [607.0, 277.0, 552.0, 36.0], sV0SSDAQ62, 5753043]
[paragraph, [179.0, 639.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 675.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 711.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 747.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 783.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 819.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 855.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 891.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 927.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 963.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 999.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1035.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1071.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1107.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1143.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1179.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1215.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1251.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1287.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1323.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1359.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1395.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1431.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1467.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1503.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1539.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1575.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1611.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1647.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1683.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1719.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1755.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1791.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1827.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1863.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[paragraph, [179.0, 1899.0, 1347.0, 36.0], shoonya_3sTTHTVVQHGBZK, 5753043]
[folio, [365.0, 2004.0, 408.0, 36.0], keWLM5aTgK, 5753043]
