[2200, 1700]
[paragraph, [375.0, 61.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 97.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 133.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 169.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 205.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 241.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 277.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 313.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 349.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 385.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 421.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 457.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 493.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 529.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 565.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[paragraph, [375.0, 601.0, 1097.0, 36.0], shoonya_1s5N6GUHN7YZA2, 5730649]
[section-title, [367.0, 641.0, 1105.0, 52.5], QrUZWFxpdk, 5730649]
[paragraph, [378.0, 709.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 745.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 781.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 817.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 853.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 889.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 925.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 961.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 997.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1033.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1069.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1105.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1141.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1177.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1213.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1249.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1285.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1321.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1357.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1393.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1429.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1465.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1501.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1537.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1573.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1609.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1645.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1681.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1717.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1753.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1789.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1825.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1861.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[paragraph, [378.0, 1897.0, 1107.0, 36.0], shoonya_0s1UUF258G1P0I, 5730649]
[folio, [1039.0, 2015.0, 365.0, 36.0], kDaM9iuTNc, 5730649]
