[1164, 755]
[chapter-title, [314.0, 272.0, 129.0, 30.0], ptfRZ6i9w4, 5691982]
[paragraph, [62.0, 342.0, 628.0, 18.0], shoonya_2sYTO26GU3DEVM, 5691982]
[paragraph, [62.0, 360.0, 628.0, 18.0], shoonya_2sYTO26GU3DEVM, 5691982]
[paragraph, [62.0, 378.0, 628.0, 18.0], shoonya_2sYTO26GU3DEVM, 5691982]
[paragraph, [62.0, 396.0, 628.0, 18.0], shoonya_2sYTO26GU3DEVM, 5691982]
[paragraph, [62.0, 414.0, 628.0, 18.0], shoonya_2sYTO26GU3DEVM, 5691982]
[paragraph, [62.0, 432.0, 628.0, 18.0], shoonya_2sYTO26GU3DEVM, 5691982]
[paragraph, [62.0, 450.0, 628.0, 18.0], shoonya_2sYTO26GU3DEVM, 5691982]
[paragraph, [56.0, 480.0, 633.0, 18.0], shoonya_3sHKPVS5MS278L, 5691982]
[paragraph, [56.0, 498.0, 633.0, 18.0], shoonya_3sHKPVS5MS278L, 5691982]
[paragraph, [56.0, 516.0, 633.0, 18.0], shoonya_3sHKPVS5MS278L, 5691982]
[paragraph, [56.0, 534.0, 633.0, 18.0], shoonya_3sHKPVS5MS278L, 5691982]
[paragraph, [56.0, 552.0, 633.0, 18.0], shoonya_3sHKPVS5MS278L, 5691982]
[paragraph, [56.0, 570.0, 633.0, 18.0], shoonya_3sHKPVS5MS278L, 5691982]
[paragraph, [79.0, 590.0, 540.0, 18.0], IEnfkzKNDj, 5691982]
[paragraph, [79.0, 608.0, 540.0, 18.0], IEnfkzKNDj, 5691982]
[paragraph, [56.0, 626.0, 650.0, 18.0], RqlqFDvOp4, 5691982]
[paragraph, [56.0, 644.0, 650.0, 18.0], RqlqFDvOp4, 5691982]
[paragraph, [56.0, 662.0, 650.0, 18.0], RqlqFDvOp4, 5691982]
[paragraph, [56.0, 680.0, 650.0, 18.0], RqlqFDvOp4, 5691982]
[paragraph, [56.0, 698.0, 650.0, 18.0], RqlqFDvOp4, 5691982]
[paragraph, [56.0, 716.0, 650.0, 18.0], RqlqFDvOp4, 5691982]
[paragraph, [68.0, 730.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 748.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 766.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 784.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 802.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 820.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 838.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 856.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 874.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 892.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 910.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 928.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [68.0, 946.0, 632.0, 18.0], shoonya_0sHVYSOUKEJJW3, 5691982]
[paragraph, [100.0, 976.0, 586.0, 18.0], aGZlLNbPoz, 5691982]
[paragraph, [100.0, 994.0, 586.0, 18.0], aGZlLNbPoz, 5691982]
