[1387, 987]
[paragraph, [59.0, 44.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 62.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 80.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 98.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 116.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 134.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 152.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 170.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 188.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 206.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 224.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 242.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 260.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 278.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 296.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 314.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 332.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 350.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 368.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 386.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 404.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 422.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 440.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 458.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [59.0, 476.0, 873.0, 18.0], shoonya_0sOH1D6S125U30, 5652914]
[paragraph, [38.0, 507.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 525.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 543.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 561.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 579.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 597.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 615.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 633.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 651.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 669.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 687.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 705.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 723.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 741.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 759.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 777.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 795.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 813.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 831.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 849.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 867.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 885.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 903.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 921.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 939.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 957.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 975.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 993.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1011.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1029.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1047.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1065.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1083.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1101.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1119.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1137.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1155.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1173.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1191.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1209.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1227.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1245.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1263.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1281.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1299.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
[paragraph, [38.0, 1317.0, 910.0, 18.0], 9ogfqEjDDR, 5652914]
