[2200, 1700]
[section-title, [392.0, 259.0, 671.0, 52.5], bd2RWiy07k, 5689015]
[sidebar, [1087.0, 444.0, 302.0, 36.0], Gvc1P8E_VU, 5689015]
[sidebar, [1087.0, 480.0, 302.0, 36.0], Gvc1P8E_VU, 5689015]
[sidebar, [197.0, 497.0, 178.0, 36.0], yCHm8Zn7u2, 5689015]
[sidebar, [436.0, 535.0, 270.0, 36.0], tJ-S3N39lx, 5689015]
[sidebar, [785.0, 536.0, 353.0, 36.0], 0kWtlQYOc9, 5689015]
[paragraph, [189.0, 601.0, 1286.0, 36.0], shoonya_1s3NQXOXCBXYYO, 5689015]
[paragraph, [189.0, 637.0, 1286.0, 36.0], shoonya_1s3NQXOXCBXYYO, 5689015]
[ordered-list, [176.0, 782.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 818.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 854.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 890.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 926.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 962.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 998.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1034.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1070.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1106.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1142.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1178.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1214.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1250.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1286.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1322.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1358.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1394.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1430.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1466.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1502.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1538.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1574.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[ordered-list, [176.0, 1610.0, 1273.0, 36.0], YM-vCN1kLc, 5689015]
[sub-unordered-list, [376.0, 844.0, 619.0, 18.0], VkptiLCzDM, 5689015]
[sub-unordered-list, [376.0, 862.0, 619.0, 18.0], VkptiLCzDM, 5689015]
[sub-unordered-list, [376.0, 880.0, 619.0, 18.0], VkptiLCzDM, 5689015]
[sub-unordered-list, [376.0, 898.0, 619.0, 18.0], VkptiLCzDM, 5689015]
[sub-unordered-list, [376.0, 916.0, 619.0, 18.0], VkptiLCzDM, 5689015]
[sub-unordered-list, [376.0, 934.0, 619.0, 18.0], VkptiLCzDM, 5689015]
[sub-unordered-list, [382.0, 1008.0, 780.0, 18.0], 7IGuU0NtJL, 5689015]
[sub-unordered-list, [382.0, 1026.0, 780.0, 18.0], 7IGuU0NtJL, 5689015]
[sub-unordered-list, [382.0, 1044.0, 780.0, 18.0], 7IGuU0NtJL, 5689015]
[sub-unordered-list, [382.0, 1062.0, 780.0, 18.0], 7IGuU0NtJL, 5689015]
[sub-unordered-list, [382.0, 1080.0, 780.0, 18.0], 7IGuU0NtJL, 5689015]
[sub-unordered-list, [382.0, 1098.0, 780.0, 18.0], 7IGuU0NtJL, 5689015]
[sub-unordered-list, [376.0, 1178.0, 791.0, 18.0], D1UV53FmqK, 5689015]
[sub-unordered-list, [376.0, 1196.0, 791.0, 18.0], D1UV53FmqK, 5689015]
[sub-unordered-list, [376.0, 1214.0, 791.0, 18.0], D1UV53FmqK, 5689015]
[sub-unordered-list, [376.0, 1232.0, 791.0, 18.0], D1UV53FmqK, 5689015]
[sub-unordered-list, [376.0, 1250.0, 791.0, 18.0], D1UV53FmqK, 5689015]
[sub-unordered-list, [376.0, 1268.0, 791.0, 18.0], D1UV53FmqK, 5689015]
[sub-unordered-list, [376.0, 1286.0, 791.0, 18.0], D1UV53FmqK, 5689015]
[sub-unordered-list, [376.0, 1304.0, 791.0, 18.0], D1UV53FmqK, 5689015]
[sub-unordered-list, [376.0, 1322.0, 791.0, 18.0], D1UV53FmqK, 5689015]
[sidebar, [1191.0, 1181.0, 224.0, 36.0], bYo-vaBo-q, 5689015]
[sidebar, [1193.0, 1355.0, 227.0, 36.0], G3yi7bIDuZ, 5689015]
[sub-unordered-list, [385.0, 1397.0, 738.0, 18.0], -FnELrsmqW, 5689015]
[sub-unordered-list, [385.0, 1415.0, 738.0, 18.0], -FnELrsmqW, 5689015]
[sub-unordered-list, [385.0, 1433.0, 738.0, 18.0], -FnELrsmqW, 5689015]
[sub-unordered-list, [385.0, 1451.0, 738.0, 18.0], -FnELrsmqW, 5689015]
[sidebar, [1193.0, 1489.0, 231.0, 36.0], 9elYPzUQvF, 5689015]
[sub-unordered-list, [385.0, 1523.0, 772.0, 18.0], ywDjxjhEpC, 5689015]
[sub-unordered-list, [385.0, 1541.0, 772.0, 18.0], ywDjxjhEpC, 5689015]
[sub-unordered-list, [385.0, 1559.0, 772.0, 18.0], ywDjxjhEpC, 5689015]
[sub-unordered-list, [385.0, 1577.0, 772.0, 18.0], ywDjxjhEpC, 5689015]
