[3960, 3060]
[answer, [451.0, 401.0, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [451.0, 453.5, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [451.0, 506.0, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [451.0, 558.5, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [451.0, 611.0, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [451.0, 663.5, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [451.0, 716.0, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [451.0, 768.5, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [451.0, 821.0, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [451.0, 873.5, 2207.0, 52.5], 71VFbqWSiU, 5698533]
[answer, [485.0, 1059.0, 975.0, 52.5], EUWrkdGh00, 5698533]
[answer, [485.0, 1111.5, 975.0, 52.5], EUWrkdGh00, 5698533]
[answer, [485.0, 1164.0, 975.0, 52.5], EUWrkdGh00, 5698533]
[answer, [485.0, 1216.5, 975.0, 52.5], EUWrkdGh00, 5698533]
[answer, [447.0, 1438.0, 2229.0, 52.5], keLKIuIuEh, 5698533]
[answer, [447.0, 1490.5, 2229.0, 52.5], keLKIuIuEh, 5698533]
[answer, [447.0, 1543.0, 2229.0, 52.5], keLKIuIuEh, 5698533]
[answer, [447.0, 1595.5, 2229.0, 52.5], keLKIuIuEh, 5698533]
[answer, [447.0, 1648.0, 2229.0, 52.5], keLKIuIuEh, 5698533]
[answer, [466.0, 1913.0, 2019.0, 52.5], TC1lAHrPGq, 5698533]
[answer, [474.0, 2211.0, 2168.0, 52.5], -Qqr1Ur79h, 5698533]
[answer, [474.0, 2263.5, 2168.0, 52.5], -Qqr1Ur79h, 5698533]
[answer, [474.0, 2316.0, 2168.0, 52.5], -Qqr1Ur79h, 5698533]
[answer, [474.0, 2368.5, 2168.0, 52.5], -Qqr1Ur79h, 5698533]
[answer, [474.0, 2421.0, 2168.0, 52.5], -Qqr1Ur79h, 5698533]
[answer, [474.0, 2473.5, 2168.0, 52.5], -Qqr1Ur79h, 5698533]
[answer, [474.0, 2526.0, 2168.0, 52.5], -Qqr1Ur79h, 5698533]
[answer, [451.0, 2754.0, 2279.0, 52.5], 1El27jKZGT, 5698533]
[answer, [451.0, 2806.5, 2279.0, 52.5], 1El27jKZGT, 5698533]
[answer, [451.0, 2859.0, 2279.0, 52.5], 1El27jKZGT, 5698533]
[answer, [451.0, 2911.5, 2279.0, 52.5], 1El27jKZGT, 5698533]
[answer, [455.0, 3145.0, 2249.0, 52.5], L4BLkA5edI, 5698533]
[answer, [455.0, 3197.5, 2249.0, 52.5], L4BLkA5edI, 5698533]
[answer, [455.0, 3250.0, 2249.0, 52.5], L4BLkA5edI, 5698533]
[answer, [455.0, 3302.5, 2249.0, 52.5], L4BLkA5edI, 5698533]
[answer, [455.0, 3355.0, 2249.0, 52.5], L4BLkA5edI, 5698533]
[answer, [455.0, 3407.5, 2249.0, 52.5], L4BLkA5edI, 5698533]
