[3060, 3960]
[section-title, [327.0, 530.0, 1186.0, 93.0], shoonya_0sWMGHYNASAW3O, 5695982]
[folio, [3124.0, 904.0, 795.0, 52.5], 1xEGaelqNW, 5695982]
[folio, [3124.0, 956.5, 795.0, 52.5], 1xEGaelqNW, 5695982]
[folio, [3124.0, 1009.0, 795.0, 52.5], 1xEGaelqNW, 5695982]
[folio, [3124.0, 1061.5, 795.0, 52.5], 1xEGaelqNW, 5695982]
[folio, [3124.0, 1114.0, 795.0, 52.5], 1xEGaelqNW, 5695982]
[folio, [3124.0, 1166.5, 795.0, 52.5], 1xEGaelqNW, 5695982]
[folio, [3124.0, 1219.0, 795.0, 52.5], 1xEGaelqNW, 5695982]
[folio, [29.0, 905.0, 968.0, 52.5], 9qGJ_tm6Hp, 5695982]
[folio, [29.0, 957.5, 968.0, 52.5], 9qGJ_tm6Hp, 5695982]
[folio, [29.0, 1010.0, 968.0, 52.5], 9qGJ_tm6Hp, 5695982]
[folio, [29.0, 1062.5, 968.0, 52.5], 9qGJ_tm6Hp, 5695982]
[folio, [29.0, 1115.0, 968.0, 52.5], 9qGJ_tm6Hp, 5695982]
[folio, [29.0, 1167.5, 968.0, 52.5], 9qGJ_tm6Hp, 5695982]
[folio, [29.0, 1220.0, 968.0, 52.5], 9qGJ_tm6Hp, 5695982]
[folio, [29.0, 1272.5, 968.0, 52.5], 9qGJ_tm6Hp, 5695982]
[figure-caption, [1122.0, 934.0, 746.0, 52.5], dpFK33pTCe, 5695982]
[figure-caption, [1122.0, 986.5, 746.0, 52.5], dpFK33pTCe, 5695982]
[figure-caption, [1122.0, 1039.0, 746.0, 52.5], dpFK33pTCe, 5695982]
[folio, [3208.0, 1483.0, 613.0, 52.5], VlvC75fLGB, 5695982]
[folio, [3208.0, 1535.5, 613.0, 52.5], VlvC75fLGB, 5695982]
[folio, [3208.0, 1588.0, 613.0, 52.5], VlvC75fLGB, 5695982]
[folio, [3208.0, 1640.5, 613.0, 52.5], VlvC75fLGB, 5695982]
[folio, [3208.0, 1693.0, 613.0, 52.5], VlvC75fLGB, 5695982]
[folio, [3208.0, 1745.5, 613.0, 52.5], VlvC75fLGB, 5695982]
[folio, [44.0, 1495.0, 993.0, 52.5], hOB5DzGKrM, 5695982]
[folio, [44.0, 1547.5, 993.0, 52.5], hOB5DzGKrM, 5695982]
[folio, [44.0, 1600.0, 993.0, 52.5], hOB5DzGKrM, 5695982]
[folio, [44.0, 1652.5, 993.0, 52.5], hOB5DzGKrM, 5695982]
[folio, [44.0, 1705.0, 993.0, 52.5], hOB5DzGKrM, 5695982]
[folio, [3171.0, 1967.0, 698.0, 52.5], jbox3bF8TB, 5695982]
[folio, [3171.0, 2019.5, 698.0, 52.5], jbox3bF8TB, 5695982]
[folio, [3171.0, 2072.0, 698.0, 52.5], jbox3bF8TB, 5695982]
[folio, [3171.0, 2124.5, 698.0, 52.5], jbox3bF8TB, 5695982]
[folio, [3171.0, 2177.0, 698.0, 52.5], jbox3bF8TB, 5695982]
[folio, [3171.0, 2229.5, 698.0, 52.5], jbox3bF8TB, 5695982]
[folio, [3171.0, 2282.0, 698.0, 52.5], jbox3bF8TB, 5695982]
[folio, [3171.0, 2334.5, 698.0, 52.5], jbox3bF8TB, 5695982]
[folio, [3171.0, 2387.0, 698.0, 52.5], jbox3bF8TB, 5695982]
[folio, [1255.0, 2496.0, 1458.0, 52.5], 3NsRqgPWp4, 5695982]
[folio, [1255.0, 2548.5, 1458.0, 52.5], 3NsRqgPWp4, 5695982]
