[1246, 919]
[chapter-title, [308.0, 49.0, 158.0, 30.0], shoonya_5sSUH961NP7PKO, 5776548]
[paragraph, [79.0, 87.0, 620.0, 18.0], shoonya_3sMGYRWTVZ8X1C, 5776548]
[paragraph, [79.0, 105.0, 620.0, 18.0], shoonya_3sMGYRWTVZ8X1C, 5776548]
[paragraph, [79.0, 123.0, 620.0, 18.0], shoonya_3sMGYRWTVZ8X1C, 5776548]
[paragraph, [79.0, 141.0, 620.0, 18.0], shoonya_3sMGYRWTVZ8X1C, 5776548]
[paragraph, [79.0, 159.0, 620.0, 18.0], shoonya_3sMGYRWTVZ8X1C, 5776548]
[paragraph, [79.0, 177.0, 620.0, 18.0], shoonya_3sMGYRWTVZ8X1C, 5776548]
[paragraph, [79.0, 195.0, 620.0, 18.0], shoonya_3sMGYRWTVZ8X1C, 5776548]
[paragraph, [79.0, 215.0, 618.0, 18.0], shoonya_2sJZQU5DELWZ5J, 5776548]
[paragraph, [79.0, 233.0, 618.0, 18.0], shoonya_2sJZQU5DELWZ5J, 5776548]
[paragraph, [79.0, 251.0, 618.0, 18.0], shoonya_2sJZQU5DELWZ5J, 5776548]
[paragraph, [79.0, 269.0, 618.0, 18.0], shoonya_2sJZQU5DELWZ5J, 5776548]
[paragraph, [79.0, 287.0, 618.0, 18.0], shoonya_2sJZQU5DELWZ5J, 5776548]
[paragraph, [79.0, 305.0, 618.0, 18.0], shoonya_2sJZQU5DELWZ5J, 5776548]
[paragraph, [79.0, 323.0, 618.0, 18.0], shoonya_2sJZQU5DELWZ5J, 5776548]
[paragraph, [79.0, 341.0, 618.0, 18.0], shoonya_2sJZQU5DELWZ5J, 5776548]
[paragraph, [81.0, 363.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 381.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 399.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 417.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 435.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 453.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 471.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 489.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 507.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 525.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 543.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [81.0, 561.0, 621.0, 18.0], shoonya_0sCPUSMH5ABUSG, 5776548]
[paragraph, [85.0, 585.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
