[864, 612]
[paragraph, [67.0, 68.0, 478.0, 18.0], shoonya_0s3IV6YG67Z4GY, 5717345]
[ordered-list, [60.0, 108.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 126.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 144.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 162.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 180.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 198.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 216.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 234.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 252.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 270.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 288.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 306.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 324.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 342.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 360.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 378.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 396.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 414.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 432.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 450.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 468.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 486.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 504.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 522.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 540.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 558.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 576.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 594.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 612.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 630.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 648.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 666.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 684.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 702.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 720.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 738.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[ordered-list, [60.0, 756.0, 486.0, 18.0], YBmCVS3qnF, 5717345]
[sub-ordered-list, [101.0, 130.0, 441.0, 18.0], DfjsHH_OT7, 5717345]
[sub-ordered-list, [101.0, 148.0, 441.0, 18.0], DfjsHH_OT7, 5717345]
[sub-ordered-list, [101.0, 166.0, 441.0, 18.0], DfjsHH_OT7, 5717345]
[sub-ordered-list, [101.0, 184.0, 441.0, 18.0], DfjsHH_OT7, 5717345]
[sub-ordered-list, [101.0, 202.0, 441.0, 18.0], DfjsHH_OT7, 5717345]
[sub-ordered-list, [61.0, 232.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 250.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 268.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 286.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 304.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 322.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 340.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 358.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 376.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 394.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 412.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 430.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 448.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 466.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 484.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 502.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 520.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 538.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 556.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 574.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 592.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[sub-ordered-list, [61.0, 610.0, 480.0, 18.0], ls15fHmTZy, 5717345]
[subsub-ordered-list, [64.0, 284.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 302.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 320.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 338.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 356.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 374.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 392.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 410.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 428.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 446.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 464.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 482.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 500.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 518.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 536.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 554.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 572.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 590.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [64.0, 608.0, 477.0, 18.0], XMJIFmFTBO, 5717345]
[subsub-ordered-list, [68.0, 306.0, 473.0, 18.0], 7SgQkK3jzH, 5717345]
[subsub-ordered-list, [68.0, 324.0, 473.0, 18.0], 7SgQkK3jzH, 5717345]
[subsub-ordered-list, [68.0, 342.0, 473.0, 18.0], 7SgQkK3jzH, 5717345]
[subsub-ordered-list, [68.0, 360.0, 473.0, 18.0], 7SgQkK3jzH, 5717345]
[subsub-ordered-list, [68.0, 378.0, 473.0, 18.0], 7SgQkK3jzH, 5717345]
[subsub-ordered-list, [68.0, 396.0, 473.0, 18.0], 7SgQkK3jzH, 5717345]
[subsub-ordered-list, [68.0, 414.0, 473.0, 18.0], 7SgQkK3jzH, 5717345]
[sub-ordered-list, [67.0, 642.0, 477.0, 18.0], rl0GfZd0eC, 5717345]
[sub-ordered-list, [67.0, 660.0, 477.0, 18.0], rl0GfZd0eC, 5717345]
[sub-ordered-list, [67.0, 678.0, 477.0, 18.0], rl0GfZd0eC, 5717345]
[sub-ordered-list, [67.0, 696.0, 477.0, 18.0], rl0GfZd0eC, 5717345]
[sub-ordered-list, [67.0, 714.0, 477.0, 18.0], rl0GfZd0eC, 5717345]
[sub-ordered-list, [67.0, 732.0, 477.0, 18.0], rl0GfZd0eC, 5717345]
[sub-ordered-list, [67.0, 750.0, 477.0, 18.0], rl0GfZd0eC, 5717345]
