[864, 612]
[ordered-list, [58.0, 69.0, 494.0, 18.0], 7Cnw_s7KSq, 5717774]
[ordered-list, [58.0, 87.0, 494.0, 18.0], 7Cnw_s7KSq, 5717774]
[ordered-list, [58.0, 105.0, 494.0, 18.0], 7Cnw_s7KSq, 5717774]
[ordered-list, [58.0, 123.0, 494.0, 18.0], 7Cnw_s7KSq, 5717774]
[ordered-list, [58.0, 141.0, 494.0, 18.0], 7Cnw_s7KSq, 5717774]
[ordered-list, [58.0, 159.0, 494.0, 18.0], 7Cnw_s7KSq, 5717774]
[ordered-list, [53.0, 190.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 208.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 226.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 244.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 262.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 280.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 298.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 316.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 334.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 352.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 370.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 388.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 406.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 424.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 442.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 460.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 478.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 496.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 514.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 532.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
[ordered-list, [53.0, 550.0, 512.0, 18.0], PDHQyK3M3A, 5717774]
