[2484, 1767]
[paragraph, [348.0, 357.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 393.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 429.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 465.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 501.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 537.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 573.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 609.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 645.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 681.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 717.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 753.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 789.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 825.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 861.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [348.0, 897.0, 1249.0, 36.0], shoonya_1s9Y06S31ZQ56N, 5753302]
[paragraph, [349.0, 979.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1015.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1051.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1087.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1123.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1159.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1195.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1231.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1267.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1303.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1339.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1375.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1411.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1447.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1483.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1519.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1555.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1591.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1627.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1663.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1699.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1735.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1771.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1807.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1843.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1879.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1915.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1951.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 1987.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 2023.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 2059.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 2095.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 2131.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
[paragraph, [349.0, 2167.0, 1226.0, 36.0], shoonya_0sH9X366ZUG3LR, 5753302]
