[1806, 1262]
[folio, [914.0, 91.0, 171.0, 36.0], STYZvr7yOW, 5680302]
[paragraph, [643.0, 167.0, 511.0, 36.0], DttQSrlKQb, 5680302]
[paragraph, [643.0, 203.0, 511.0, 36.0], DttQSrlKQb, 5680302]
[paragraph, [97.0, 171.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 207.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 243.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 279.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 315.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 351.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 387.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 423.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 459.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 495.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 531.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [97.0, 567.0, 500.0, 36.0], shoonya_0sOPNAL317KR4P, 5680302]
[paragraph, [651.0, 251.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 287.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 323.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 359.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 395.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 431.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 467.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 503.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 539.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 575.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [651.0, 611.0, 501.0, 36.0], shoonya_4sX2CE9R9FCJ9J, 5680302]
[paragraph, [101.0, 635.0, 497.0, 36.0], shoonya_2sTJ7AT7L5KZSI, 5680302]
[paragraph, [101.0, 671.0, 497.0, 36.0], shoonya_2sTJ7AT7L5KZSI, 5680302]
[paragraph, [101.0, 707.0, 497.0, 36.0], shoonya_2sTJ7AT7L5KZSI, 5680302]
[paragraph, [101.0, 743.0, 497.0, 36.0], shoonya_2sTJ7AT7L5KZSI, 5680302]
[paragraph, [101.0, 779.0, 497.0, 36.0], shoonya_2sTJ7AT7L5KZSI, 5680302]
[paragraph, [101.0, 815.0, 497.0, 36.0], shoonya_2sTJ7AT7L5KZSI, 5680302]
[quote, [649.0, 690.0, 509.0, 36.0], U1mHOR6tmz, 5680302]
[quote, [649.0, 726.0, 509.0, 36.0], U1mHOR6tmz, 5680302]
[quote, [649.0, 762.0, 509.0, 36.0], U1mHOR6tmz, 5680302]
[quote, [649.0, 798.0, 509.0, 36.0], U1mHOR6tmz, 5680302]
[quote, [649.0, 834.0, 509.0, 36.0], U1mHOR6tmz, 5680302]
[quote, [148.0, 895.0, 323.0, 36.0], jilNDqiLcq, 5680302]
[quote, [148.0, 931.0, 323.0, 36.0], jilNDqiLcq, 5680302]
[paragraph, [654.0, 939.0, 497.0, 36.0], shoonya_6s43JCETAYCZ1N, 5680302]
[paragraph, [656.0, 1012.0, 502.0, 36.0], shoonya_5sHXYSKQO5MLIN, 5680302]
[paragraph, [656.0, 1048.0, 502.0, 36.0], shoonya_5sHXYSKQO5MLIN, 5680302]
[paragraph, [656.0, 1084.0, 502.0, 36.0], shoonya_5sHXYSKQO5MLIN, 5680302]
[paragraph, [656.0, 1120.0, 502.0, 36.0], shoonya_5sHXYSKQO5MLIN, 5680302]
[paragraph, [656.0, 1156.0, 502.0, 36.0], shoonya_5sHXYSKQO5MLIN, 5680302]
[paragraph, [656.0, 1192.0, 502.0, 36.0], shoonya_5sHXYSKQO5MLIN, 5680302]
[paragraph, [656.0, 1228.0, 502.0, 36.0], shoonya_5sHXYSKQO5MLIN, 5680302]
[paragraph, [97.0, 1106.0, 502.0, 36.0], shoonya_1sQ5ISU7KLJ0L6, 5680302]
[paragraph, [97.0, 1142.0, 502.0, 36.0], shoonya_1sQ5ISU7KLJ0L6, 5680302]
[paragraph, [97.0, 1178.0, 502.0, 36.0], shoonya_1sQ5ISU7KLJ0L6, 5680302]
[paragraph, [97.0, 1214.0, 502.0, 36.0], shoonya_1sQ5ISU7KLJ0L6, 5680302]
