[5478, 3644]
[folio, [291.0, 509.0, 825.0, 52.5], shoonya_2sI96PRO79L6KU, 5709986]
[folio, [291.0, 561.5, 825.0, 52.5], shoonya_2sI96PRO79L6KU, 5709986]
[paragraph, [252.0, 690.0, 2675.0, 52.5], shoonya_3sOT7UPSMSBSKQ, 5709986]
[paragraph, [252.0, 742.5, 2675.0, 52.5], shoonya_3sOT7UPSMSBSKQ, 5709986]
[paragraph, [252.0, 795.0, 2675.0, 52.5], shoonya_3sOT7UPSMSBSKQ, 5709986]
[paragraph, [252.0, 847.5, 2675.0, 52.5], shoonya_3sOT7UPSMSBSKQ, 5709986]
[paragraph, [252.0, 900.0, 2675.0, 52.5], shoonya_3sOT7UPSMSBSKQ, 5709986]
[paragraph, [255.0, 969.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1021.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1074.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1126.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1179.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1231.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1284.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1336.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1389.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1441.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1494.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1546.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1599.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1651.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1704.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1756.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1809.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1861.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1914.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 1966.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2019.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2071.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2124.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2176.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2229.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2281.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2334.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2386.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2439.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2491.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2544.0, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[paragraph, [255.0, 2596.5, 2742.0, 52.5], nvxG8ezsxs, 5709986]
[section-title, [1352.0, 3105.0, 327.0, 93.0], UBBgRUbMs6, 5709986]
[paragraph, [227.0, 3292.0, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3344.5, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3397.0, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3449.5, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3502.0, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3554.5, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3607.0, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3659.5, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3712.0, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3764.5, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3817.0, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [227.0, 3869.5, 2805.0, 52.5], 312x4QPjVy, 5709986]
[paragraph, [250.0, 3970.0, 2783.0, 52.5], XZ53NgrjGK, 5709986]
[paragraph, [250.0, 4022.5, 2783.0, 52.5], XZ53NgrjGK, 5709986]
[paragraph, [250.0, 4075.0, 2783.0, 52.5], XZ53NgrjGK, 5709986]
[paragraph, [250.0, 4127.5, 2783.0, 52.5], XZ53NgrjGK, 5709986]
[paragraph, [250.0, 4180.0, 2783.0, 52.5], XZ53NgrjGK, 5709986]
[paragraph, [250.0, 4232.5, 2783.0, 52.5], XZ53NgrjGK, 5709986]
[paragraph, [250.0, 4285.0, 2783.0, 52.5], XZ53NgrjGK, 5709986]
[paragraph, [250.0, 4337.5, 2783.0, 52.5], XZ53NgrjGK, 5709986]
[paragraph, [250.0, 4390.0, 2783.0, 52.5], XZ53NgrjGK, 5709986]
[paragraph, [259.0, 4489.0, 2769.0, 52.5], OAuRPvThVJ, 5709986]
[paragraph, [259.0, 4541.5, 2769.0, 52.5], OAuRPvThVJ, 5709986]
[paragraph, [259.0, 4594.0, 2769.0, 52.5], OAuRPvThVJ, 5709986]
[paragraph, [259.0, 4646.5, 2769.0, 52.5], OAuRPvThVJ, 5709986]
[paragraph, [259.0, 4699.0, 2769.0, 52.5], OAuRPvThVJ, 5709986]
[paragraph, [259.0, 4751.5, 2769.0, 52.5], OAuRPvThVJ, 5709986]
[paragraph, [259.0, 4804.0, 2769.0, 52.5], OAuRPvThVJ, 5709986]
[paragraph, [259.0, 4856.5, 2769.0, 52.5], OAuRPvThVJ, 5709986]
