[975, 573]
[chapter-title, [124.0, 41.0, 301.0, 30.0], 7fEDQBmCSw, 5776563]
[paragraph, [10.0, 77.0, 531.0, 18.0], mgjEXCezdf, 5776563]
[paragraph, [10.0, 95.0, 531.0, 18.0], mgjEXCezdf, 5776563]
[paragraph, [13.0, 115.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 133.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 151.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 169.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 187.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 205.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 223.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 241.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 259.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 277.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 295.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 313.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 331.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 349.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 367.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 385.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 403.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [13.0, 421.0, 521.0, 18.0], shoonya_2sJEIMHK7QX2W4, 5776563]
[paragraph, [15.0, 458.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 476.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 494.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 512.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 530.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 548.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 566.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 584.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 602.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 620.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 638.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 656.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 674.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 692.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [15.0, 710.0, 517.0, 18.0], shoonya_0sF88LDX8R0TUG, 5776563]
[paragraph, [17.0, 737.0, 513.0, 18.0], shoonya_1s9K6UO8GLROE9, 5776563]
[paragraph, [17.0, 755.0, 513.0, 18.0], shoonya_1s9K6UO8GLROE9, 5776563]
[paragraph, [17.0, 773.0, 513.0, 18.0], shoonya_1s9K6UO8GLROE9, 5776563]
[paragraph, [17.0, 791.0, 513.0, 18.0], shoonya_1s9K6UO8GLROE9, 5776563]
[paragraph, [17.0, 809.0, 513.0, 18.0], shoonya_1s9K6UO8GLROE9, 5776563]
[paragraph, [17.0, 827.0, 513.0, 18.0], shoonya_1s9K6UO8GLROE9, 5776563]
[paragraph, [17.0, 845.0, 513.0, 18.0], shoonya_1s9K6UO8GLROE9, 5776563]
[paragraph, [17.0, 863.0, 513.0, 18.0], shoonya_1s9K6UO8GLROE9, 5776563]
[paragraph, [17.0, 881.0, 513.0, 18.0], shoonya_1s9K6UO8GLROE9, 5776563]
