[1200, 825]
[paragraph, [143.0, 106.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 124.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 142.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 160.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 178.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 196.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 214.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 232.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 250.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 268.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 286.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [143.0, 304.0, 539.0, 18.0], shoonya_0sHPWKTVMIFW62, 5690835]
[paragraph, [145.0, 323.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 341.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 359.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 377.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 395.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 413.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 431.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 449.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 467.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 485.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 503.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 521.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 539.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 557.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 575.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 593.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 611.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 629.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 647.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 665.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 683.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 701.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 719.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 737.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 755.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 773.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 791.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 809.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 827.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 845.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 863.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [145.0, 881.0, 537.0, 18.0], shoonya_1sB1U5OLVEI4GE, 5690835]
[paragraph, [140.0, 905.0, 542.0, 18.0], foV43JFxuY, 5690835]
[paragraph, [140.0, 923.0, 542.0, 18.0], foV43JFxuY, 5690835]
[paragraph, [140.0, 941.0, 542.0, 18.0], foV43JFxuY, 5690835]
[paragraph, [140.0, 959.0, 542.0, 18.0], foV43JFxuY, 5690835]
[paragraph, [140.0, 977.0, 542.0, 18.0], foV43JFxuY, 5690835]
[paragraph, [140.0, 995.0, 542.0, 18.0], foV43JFxuY, 5690835]
[paragraph, [140.0, 1013.0, 542.0, 18.0], foV43JFxuY, 5690835]
[paragraph, [140.0, 1031.0, 542.0, 18.0], foV43JFxuY, 5690835]
