[842, 596]
[ordered-list, [43.0, 42.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 60.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 78.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 96.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 114.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 132.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 150.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 168.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 186.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 204.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 222.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 240.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 258.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 276.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[ordered-list, [43.0, 294.0, 510.0, 18.0], twyOwdbHQM, 5707330]
[placeholder-text, [155.0, 70.0, 282.0, 18.0], shoonya_11sT6BEMF8548F, 5707330]
[sub-ordered-list, [68.0, 106.0, 416.0, 18.0], bEYtwhYUH8, 5707330]
[sub-ordered-list, [68.0, 124.0, 416.0, 18.0], bEYtwhYUH8, 5707330]
[sub-ordered-list, [68.0, 142.0, 416.0, 18.0], bEYtwhYUH8, 5707330]
[sub-ordered-list, [68.0, 160.0, 416.0, 18.0], bEYtwhYUH8, 5707330]
[sub-ordered-list, [68.0, 178.0, 416.0, 18.0], bEYtwhYUH8, 5707330]
[sub-ordered-list, [68.0, 196.0, 416.0, 18.0], bEYtwhYUH8, 5707330]
[placeholder-text, [110.0, 127.0, 295.0, 18.0], shoonya_0sT9M1OWZNS4OB, 5707330]
[placeholder-text, [112.0, 148.0, 291.0, 18.0], shoonya_3sRJXQMZON2XZK, 5707330]
[placeholder-text, [110.0, 168.0, 294.0, 18.0], shoonya_1s9TMJ415P92PZ, 5707330]
[placeholder-text, [157.0, 297.0, 140.0, 18.0], shoonya_22sJ5DZ83L5W4N, 5707330]
[placeholder-text, [359.0, 348.0, 161.0, 18.0], sv0ibmT2f9, 5707330]
[placeholder-text, [359.0, 366.0, 161.0, 18.0], sv0ibmT2f9, 5707330]
[ordered-list, [51.0, 419.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 437.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 455.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 473.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 491.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 509.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 527.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 545.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 563.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 581.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 599.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 617.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[ordered-list, [51.0, 635.0, 513.0, 18.0], shoonya_10s1BXQJODRCAJ, 5707330]
[sub-ordered-list, [80.0, 492.0, 473.0, 18.0], DcJQmw-LOY, 5707330]
[sub-ordered-list, [80.0, 510.0, 473.0, 18.0], DcJQmw-LOY, 5707330]
[sub-ordered-list, [80.0, 528.0, 473.0, 18.0], DcJQmw-LOY, 5707330]
[sub-ordered-list, [80.0, 546.0, 473.0, 18.0], DcJQmw-LOY, 5707330]
[sub-ordered-list, [80.0, 564.0, 473.0, 18.0], DcJQmw-LOY, 5707330]
[sub-ordered-list, [80.0, 582.0, 473.0, 18.0], DcJQmw-LOY, 5707330]
[sub-ordered-list, [80.0, 600.0, 473.0, 18.0], DcJQmw-LOY, 5707330]
[sub-ordered-list, [80.0, 618.0, 473.0, 18.0], DcJQmw-LOY, 5707330]
