[690, 512]
[folio, [190.0, 40.0, 101.0, 18.0], shoonya_0s124NQKTGXDUF, 6492191]
[paragraph, [23.0, 63.0, 431.0, 18.0], JEcNkDq4WN, 6492191]
[paragraph, [23.0, 81.0, 431.0, 18.0], JEcNkDq4WN, 6492191]
[paragraph, [209.0, 109.0, 75.0, 18.0], iCo7pSVayY, 6492191]
[paragraph, [154.0, 142.0, 188.0, 18.0], P9wJAbWwyA, 6492191]
[contact-info, [278.0, 186.0, 136.0, 18.0], vNtWAw6G1b, 6492191]
[contact-info, [278.0, 204.0, 136.0, 18.0], vNtWAw6G1b, 6492191]
[contact-info, [278.0, 222.0, 136.0, 18.0], vNtWAw6G1b, 6492191]
[contact-info, [278.0, 240.0, 136.0, 18.0], vNtWAw6G1b, 6492191]
[contact-info, [278.0, 258.0, 136.0, 18.0], vNtWAw6G1b, 6492191]
[contact-info, [59.0, 188.0, 146.0, 18.0], 3DE44PTT1T, 6492191]
[contact-info, [59.0, 206.0, 146.0, 18.0], 3DE44PTT1T, 6492191]
[contact-info, [59.0, 224.0, 146.0, 18.0], 3DE44PTT1T, 6492191]
[contact-info, [59.0, 242.0, 146.0, 18.0], 3DE44PTT1T, 6492191]
[contact-info, [59.0, 260.0, 146.0, 18.0], 3DE44PTT1T, 6492191]
[ordered-list, [44.0, 312.0, 206.0, 18.0], XTTzXazckt, 6492191]
[ordered-list, [44.0, 330.0, 206.0, 18.0], XTTzXazckt, 6492191]
[ordered-list, [44.0, 348.0, 206.0, 18.0], XTTzXazckt, 6492191]
[ordered-list, [44.0, 366.0, 206.0, 18.0], XTTzXazckt, 6492191]
[ordered-list, [44.0, 384.0, 206.0, 18.0], XTTzXazckt, 6492191]
[ordered-list, [44.0, 402.0, 206.0, 18.0], XTTzXazckt, 6492191]
[contact-info, [279.0, 415.0, 137.0, 18.0], IynYwPpG_m, 6492191]
[contact-info, [279.0, 433.0, 137.0, 18.0], IynYwPpG_m, 6492191]
