[872, 605]
[section-title, [257.0, 33.0, 79.0, 30.0], AaYIwU1zlD, 6457533]
[folio, [36.0, 37.0, 84.0, 18.0], JoshWkugNW, 6457533]
[paragraph, [299.0, 74.0, 259.0, 18.0], wXtQ1xA3iH, 6457533]
[paragraph, [299.0, 92.0, 259.0, 18.0], wXtQ1xA3iH, 6457533]
[paragraph, [34.0, 76.0, 263.0, 18.0], shoonya_0sIOY2KB3BHYCD, 6457533]
[paragraph, [34.0, 94.0, 263.0, 18.0], shoonya_0sIOY2KB3BHYCD, 6457533]
[paragraph, [34.0, 112.0, 263.0, 18.0], shoonya_0sIOY2KB3BHYCD, 6457533]
[paragraph, [298.0, 116.0, 262.0, 18.0], cRGCtVJYdS, 6457533]
[paragraph, [298.0, 134.0, 262.0, 18.0], cRGCtVJYdS, 6457533]
[paragraph, [35.0, 131.0, 240.0, 18.0], D4Y-4qdB-N, 6457533]
[paragraph, [298.0, 149.0, 261.0, 18.0], fWNjTxGDS-, 6457533]
[paragraph, [298.0, 167.0, 261.0, 18.0], fWNjTxGDS-, 6457533]
[paragraph, [35.0, 150.0, 235.0, 18.0], _AcXgc_MRn, 6457533]
[paragraph, [34.0, 167.0, 266.0, 18.0], U4kjY7EYYF, 6457533]
[paragraph, [34.0, 185.0, 266.0, 18.0], U4kjY7EYYF, 6457533]
[paragraph, [34.0, 203.0, 266.0, 18.0], U4kjY7EYYF, 6457533]
[paragraph, [301.0, 183.0, 258.0, 18.0], tQuhn4a8rn, 6457533]
[paragraph, [298.0, 200.0, 215.0, 18.0], In54t8KrLA, 6457533]
[paragraph, [35.0, 219.0, 267.0, 18.0], 48lpgQTpc-, 6457533]
[paragraph, [35.0, 237.0, 267.0, 18.0], 48lpgQTpc-, 6457533]
[paragraph, [35.0, 255.0, 267.0, 18.0], 48lpgQTpc-, 6457533]
[paragraph, [300.0, 220.0, 259.0, 18.0], 4iCp22hG90, 6457533]
[paragraph, [300.0, 238.0, 259.0, 18.0], 4iCp22hG90, 6457533]
[paragraph, [300.0, 256.0, 259.0, 18.0], 4iCp22hG90, 6457533]
[paragraph, [34.0, 271.0, 268.0, 18.0], DNWs0MIvei, 6457533]
[paragraph, [34.0, 289.0, 268.0, 18.0], DNWs0MIvei, 6457533]
[paragraph, [315.0, 274.0, 219.0, 18.0], 8j9pTWOFsl, 6457533]
[paragraph, [317.0, 292.0, 224.0, 18.0], _QQ-nHKAtm, 6457533]
[paragraph, [300.0, 308.0, 263.0, 18.0], 6ZQEsketWy, 6457533]
[paragraph, [35.0, 309.0, 248.0, 18.0], O5SPBbeK-y, 6457533]
[paragraph, [38.0, 329.0, 265.0, 18.0], NsA5Ow_a-q, 6457533]
[paragraph, [38.0, 347.0, 265.0, 18.0], NsA5Ow_a-q, 6457533]
[paragraph, [38.0, 365.0, 265.0, 18.0], NsA5Ow_a-q, 6457533]
[paragraph, [38.0, 383.0, 265.0, 18.0], NsA5Ow_a-q, 6457533]
[paragraph, [38.0, 401.0, 265.0, 18.0], NsA5Ow_a-q, 6457533]
[paragraph, [38.0, 419.0, 265.0, 18.0], NsA5Ow_a-q, 6457533]
[paragraph, [38.0, 437.0, 265.0, 18.0], NsA5Ow_a-q, 6457533]
[paragraph, [303.0, 330.0, 260.0, 18.0], P1DZ-px9w3, 6457533]
[paragraph, [303.0, 348.0, 260.0, 18.0], P1DZ-px9w3, 6457533]
[paragraph, [303.0, 368.0, 263.0, 18.0], gQAAnO5tDJ, 6457533]
[paragraph, [303.0, 386.0, 263.0, 18.0], gQAAnO5tDJ, 6457533]
[paragraph, [302.0, 401.0, 259.0, 18.0], t2DgCDVb3P, 6457533]
[paragraph, [302.0, 419.0, 259.0, 18.0], t2DgCDVb3P, 6457533]
[paragraph, [303.0, 436.0, 261.0, 18.0], LdtmHoSlp4, 6457533]
[paragraph, [303.0, 454.0, 261.0, 18.0], LdtmHoSlp4, 6457533]
[paragraph, [39.0, 465.0, 263.0, 18.0], m6wZ8og_uT, 6457533]
[paragraph, [39.0, 483.0, 263.0, 18.0], m6wZ8og_uT, 6457533]
[paragraph, [304.0, 479.0, 263.0, 18.0], goi56DZ3sN, 6457533]
[paragraph, [304.0, 497.0, 263.0, 18.0], goi56DZ3sN, 6457533]
[paragraph, [304.0, 515.0, 263.0, 18.0], goi56DZ3sN, 6457533]
[paragraph, [50.0, 498.0, 233.0, 18.0], ma0xOgZTZF, 6457533]
[paragraph, [39.0, 519.0, 265.0, 18.0], TYw8-Iy1Ss, 6457533]
[paragraph, [304.0, 535.0, 259.0, 18.0], 4qugGMFTRl, 6457533]
[paragraph, [304.0, 553.0, 259.0, 18.0], 4qugGMFTRl, 6457533]
[paragraph, [37.0, 537.0, 219.0, 18.0], OrklTIyjOy, 6457533]
[paragraph, [36.0, 559.0, 268.0, 18.0], j4xaJ5IrYq, 6457533]
[paragraph, [36.0, 577.0, 268.0, 18.0], j4xaJ5IrYq, 6457533]
[paragraph, [303.0, 570.0, 261.0, 18.0], XNvZEljoAM, 6457533]
[paragraph, [303.0, 588.0, 261.0, 18.0], XNvZEljoAM, 6457533]
[paragraph, [40.0, 594.0, 267.0, 18.0], 1-yoBLR14L, 6457533]
[paragraph, [40.0, 612.0, 267.0, 18.0], 1-yoBLR14L, 6457533]
[paragraph, [305.0, 603.0, 245.0, 18.0], MaER8M5_mQ, 6457533]
[paragraph, [305.0, 621.0, 245.0, 18.0], MaER8M5_mQ, 6457533]
[paragraph, [40.0, 631.0, 266.0, 18.0], KhA5r7gW3H, 6457533]
[paragraph, [40.0, 649.0, 266.0, 18.0], KhA5r7gW3H, 6457533]
[paragraph, [306.0, 646.0, 260.0, 18.0], zH22QBXLu6, 6457533]
[paragraph, [306.0, 664.0, 260.0, 18.0], zH22QBXLu6, 6457533]
[paragraph, [41.0, 667.0, 264.0, 18.0], _SDfEFG7OQ, 6457533]
[paragraph, [39.0, 682.0, 266.0, 18.0], RTi_Vuhk2_, 6457533]
[paragraph, [56.0, 699.0, 253.0, 18.0], -bMyKDqZ-y, 6457533]
[paragraph, [305.0, 699.0, 265.0, 18.0], _8IqUtWlre, 6457533]
[paragraph, [305.0, 717.0, 265.0, 18.0], _8IqUtWlre, 6457533]
[reference, [38.0, 719.0, 268.0, 18.0], 4SCr4Pol5Z, 6457533]
[reference, [38.0, 737.0, 268.0, 18.0], 4SCr4Pol5Z, 6457533]
[reference, [38.0, 755.0, 268.0, 18.0], 4SCr4Pol5Z, 6457533]
[reference, [38.0, 773.0, 268.0, 18.0], 4SCr4Pol5Z, 6457533]
[reference, [38.0, 791.0, 268.0, 18.0], 4SCr4Pol5Z, 6457533]
[reference, [38.0, 809.0, 268.0, 18.0], 4SCr4Pol5Z, 6457533]
[reference, [307.0, 742.0, 261.0, 18.0], W9Z9HZ-k2S, 6457533]
[reference, [307.0, 760.0, 261.0, 18.0], W9Z9HZ-k2S, 6457533]
[reference, [307.0, 778.0, 261.0, 18.0], W9Z9HZ-k2S, 6457533]
[reference, [307.0, 796.0, 261.0, 18.0], W9Z9HZ-k2S, 6457533]
[reference, [307.0, 814.0, 261.0, 18.0], W9Z9HZ-k2S, 6457533]
