[908, 612]
[folio, [260.0, 19.0, 96.0, 18.0], shoonya_0sWMW8GC9ILUTO, 6460880]
[folio, [260.0, 37.0, 96.0, 18.0], shoonya_0sWMW8GC9ILUTO, 6460880]
[paragraph, [81.0, 74.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 92.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 110.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 128.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 146.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 164.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 182.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 200.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 218.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 236.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 254.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 272.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 290.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 308.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 326.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 344.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 362.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 380.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 398.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 416.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 434.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 452.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 470.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 488.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 506.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 524.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 542.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 560.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 578.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 596.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 614.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 632.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 650.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 668.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 686.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 704.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 722.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 740.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 758.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 776.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 794.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
[paragraph, [81.0, 812.0, 476.0, 18.0], shoonya_1sB8999NW9YKDB, 6460880]
