[2339, 1656]
[paragraph, [862.0, 105.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [862.0, 141.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [862.0, 177.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [862.0, 213.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [862.0, 249.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [862.0, 285.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [862.0, 321.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [862.0, 357.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [862.0, 393.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [862.0, 429.0, 701.0, 36.0], shoonya_5sP61X1XCAO1M4, 5749281]
[paragraph, [132.0, 114.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 150.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 186.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 222.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 258.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 294.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 330.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 366.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 402.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 438.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 474.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 510.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 546.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 582.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 618.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 654.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 690.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 726.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [132.0, 762.0, 702.0, 36.0], shoonya_1s940Z1KSVATH4, 5749281]
[paragraph, [866.0, 486.0, 696.0, 36.0], shoonya_7s68CI1797DW14, 5749281]
[paragraph, [866.0, 522.0, 696.0, 36.0], shoonya_7s68CI1797DW14, 5749281]
[paragraph, [870.0, 591.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 627.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 663.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 699.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 735.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 771.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 807.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 843.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 879.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 915.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 951.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 987.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 1023.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [870.0, 1059.0, 699.0, 36.0], shoonya_3sCRFDI23SHA87, 5749281]
[paragraph, [145.0, 813.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 849.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 885.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 921.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 957.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 993.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1029.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1065.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1101.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1137.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1173.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1209.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1245.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1281.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1317.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1353.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [145.0, 1389.0, 703.0, 36.0], shoonya_4sZ4AW91SDE7FP, 5749281]
[paragraph, [884.0, 1130.0, 702.0, 36.0], e1KoXgjlpy, 5749281]
[paragraph, [884.0, 1166.0, 702.0, 36.0], e1KoXgjlpy, 5749281]
[paragraph, [886.0, 1239.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1275.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1311.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1347.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1383.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1419.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1455.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1491.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1527.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1563.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1599.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1635.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1671.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1707.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1743.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1779.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1815.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1851.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1887.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1923.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1959.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [886.0, 1995.0, 700.0, 36.0], shoonya_2s1N0H82HLCFCW, 5749281]
[paragraph, [181.0, 1459.0, 555.0, 36.0], JQdB9TtIEY, 5749281]
[paragraph, [159.0, 1513.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1549.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1585.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1621.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1657.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1693.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1729.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1765.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1801.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1837.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1873.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1909.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1945.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 1981.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 2017.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 2053.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[paragraph, [159.0, 2089.0, 704.0, 36.0], shoonya_0sKSSJUDYV7WSL, 5749281]
[footnote, [896.0, 2076.0, 641.0, 36.0], QtIteBqGsF, 5749281]
