[1987, 1270]
[folio, [567.0, 122.0, 135.0, 36.0], shoonya_0s3OEZ8TD7N0BH, 5682206]
[paragraph, [124.0, 190.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 226.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 262.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 298.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 334.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 370.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 406.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 442.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 478.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 514.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 550.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 586.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [124.0, 622.0, 1021.0, 36.0], shoonya_3sJ63HAOSG4AGZ, 5682206]
[paragraph, [122.0, 667.0, 1022.0, 36.0], shoonya_4s982DK341JALS, 5682206]
[paragraph, [122.0, 703.0, 1022.0, 36.0], shoonya_4s982DK341JALS, 5682206]
[paragraph, [122.0, 739.0, 1022.0, 36.0], shoonya_4s982DK341JALS, 5682206]
[paragraph, [122.0, 775.0, 1022.0, 36.0], shoonya_4s982DK341JALS, 5682206]
[paragraph, [122.0, 811.0, 1022.0, 36.0], shoonya_4s982DK341JALS, 5682206]
[paragraph, [127.0, 876.0, 1018.0, 36.0], shoonya_5sT32VY6CMZSB7, 5682206]
[paragraph, [127.0, 912.0, 1018.0, 36.0], shoonya_5sT32VY6CMZSB7, 5682206]
[paragraph, [127.0, 948.0, 1018.0, 36.0], shoonya_5sT32VY6CMZSB7, 5682206]
[paragraph, [127.0, 984.0, 1018.0, 36.0], shoonya_5sT32VY6CMZSB7, 5682206]
[paragraph, [127.0, 1020.0, 1018.0, 36.0], shoonya_5sT32VY6CMZSB7, 5682206]
[paragraph, [127.0, 1056.0, 1018.0, 36.0], shoonya_5sT32VY6CMZSB7, 5682206]
[paragraph, [127.0, 1092.0, 1018.0, 36.0], shoonya_5sT32VY6CMZSB7, 5682206]
[paragraph, [126.0, 1140.0, 1019.0, 36.0], shoonya_6s4QIKN7QPYJN7, 5682206]
[paragraph, [126.0, 1176.0, 1019.0, 36.0], shoonya_6s4QIKN7QPYJN7, 5682206]
[paragraph, [126.0, 1212.0, 1019.0, 36.0], shoonya_6s4QIKN7QPYJN7, 5682206]
[paragraph, [126.0, 1248.0, 1019.0, 36.0], shoonya_6s4QIKN7QPYJN7, 5682206]
[paragraph, [126.0, 1284.0, 1019.0, 36.0], shoonya_6s4QIKN7QPYJN7, 5682206]
[paragraph, [126.0, 1320.0, 1019.0, 36.0], shoonya_6s4QIKN7QPYJN7, 5682206]
[paragraph, [123.0, 1399.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [123.0, 1435.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [123.0, 1471.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [123.0, 1507.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [123.0, 1543.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [123.0, 1579.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [123.0, 1615.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [123.0, 1651.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [123.0, 1687.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [123.0, 1723.0, 1026.0, 36.0], shoonya_7sVKWFHKDC4WCP, 5682206]
[paragraph, [166.0, 1774.0, 809.0, 36.0], NU3UtNGpC2, 5682206]
[paragraph, [171.0, 1821.0, 171.0, 36.0], e94J4In0bH, 5682206]
