[1267, 873]
[chapter-title, [373.0, 32.0, 212.0, 30.0], shoonya_0s4VU26VEGOEC4, 5776135]
[paragraph, [151.0, 85.0, 654.0, 18.0], bqdlnfNf5G, 5776135]
[paragraph, [151.0, 103.0, 654.0, 18.0], bqdlnfNf5G, 5776135]
[paragraph, [151.0, 121.0, 654.0, 18.0], bqdlnfNf5G, 5776135]
[paragraph, [148.0, 140.0, 491.0, 18.0], oE3DbOiC1D, 5776135]
[paragraph, [150.0, 165.0, 655.0, 18.0], QzZ7kN7LWo, 5776135]
[paragraph, [150.0, 183.0, 655.0, 18.0], QzZ7kN7LWo, 5776135]
[paragraph, [150.0, 215.0, 656.0, 18.0], tvGdp17lmL, 5776135]
[paragraph, [150.0, 233.0, 656.0, 18.0], tvGdp17lmL, 5776135]
[paragraph, [150.0, 251.0, 656.0, 18.0], tvGdp17lmL, 5776135]
[paragraph, [150.0, 269.0, 656.0, 18.0], tvGdp17lmL, 5776135]
[paragraph, [150.0, 287.0, 656.0, 18.0], tvGdp17lmL, 5776135]
[paragraph, [150.0, 305.0, 656.0, 18.0], tvGdp17lmL, 5776135]
[paragraph, [150.0, 323.0, 656.0, 18.0], tvGdp17lmL, 5776135]
[paragraph, [150.0, 341.0, 656.0, 18.0], tvGdp17lmL, 5776135]
[paragraph, [150.0, 366.0, 656.0, 18.0], lSEMBWmaXw, 5776135]
[paragraph, [150.0, 384.0, 656.0, 18.0], lSEMBWmaXw, 5776135]
[paragraph, [150.0, 402.0, 656.0, 18.0], lSEMBWmaXw, 5776135]
[paragraph, [150.0, 420.0, 656.0, 18.0], lSEMBWmaXw, 5776135]
[paragraph, [150.0, 438.0, 656.0, 18.0], lSEMBWmaXw, 5776135]
[paragraph, [150.0, 456.0, 656.0, 18.0], lSEMBWmaXw, 5776135]
[paragraph, [149.0, 484.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 502.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 520.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 538.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 556.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 574.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 592.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 610.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 628.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 646.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 664.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 682.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 700.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 718.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 736.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 754.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 772.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 790.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 808.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 826.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [149.0, 844.0, 657.0, 18.0], bGyi5HmHaQ, 5776135]
[paragraph, [150.0, 862.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 880.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 898.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 916.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 934.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 952.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 970.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 988.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 1006.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 1024.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 1042.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
[paragraph, [150.0, 1060.0, 660.0, 18.0], L2_kHzxDjS, 5776135]
