[1437, 878]
[folio, [381.0, 70.0, 167.0, 18.0], szeD15wXuZ, 5770698]
[folio, [381.0, 88.0, 167.0, 18.0], szeD15wXuZ, 5770698]
[paragraph, [73.0, 129.0, 369.0, 18.0], XoDmp__zTY, 5770698]
[paragraph, [73.0, 147.0, 369.0, 18.0], XoDmp__zTY, 5770698]
[paragraph, [73.0, 165.0, 369.0, 18.0], XoDmp__zTY, 5770698]
[paragraph, [73.0, 183.0, 369.0, 18.0], XoDmp__zTY, 5770698]
[paragraph, [73.0, 201.0, 369.0, 18.0], XoDmp__zTY, 5770698]
[paragraph, [73.0, 219.0, 369.0, 18.0], XoDmp__zTY, 5770698]
[paragraph, [73.0, 237.0, 369.0, 18.0], XoDmp__zTY, 5770698]
[paragraph, [73.0, 255.0, 369.0, 18.0], XoDmp__zTY, 5770698]
[paragraph, [446.0, 135.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 153.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 171.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 189.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 207.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 225.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 243.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 261.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 279.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 297.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 315.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 333.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 351.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 369.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 387.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 405.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 423.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 441.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [446.0, 459.0, 361.0, 18.0], wSnmq7dKXk, 5770698]
[paragraph, [80.0, 282.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 300.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 318.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 336.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 354.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 372.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 390.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 408.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 426.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 444.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 462.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 480.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 498.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 516.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 534.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 552.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 570.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 588.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 606.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 624.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 642.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 660.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 678.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 696.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 714.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 732.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 750.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 768.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [80.0, 786.0, 363.0, 18.0], EKPTe0eUk8, 5770698]
[paragraph, [450.0, 480.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 498.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 516.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 534.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 552.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 570.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 588.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 606.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 624.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 642.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 660.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 678.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 696.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 714.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 732.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 750.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 768.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 786.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 804.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 822.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 840.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 858.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 876.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 894.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 912.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 930.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 948.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 966.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 984.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 1002.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 1020.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 1038.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 1056.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [450.0, 1074.0, 359.0, 18.0], 1VggvB5WYW, 5770698]
[paragraph, [77.0, 816.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 834.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 852.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 870.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 888.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 906.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 924.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 942.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 960.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 978.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[paragraph, [77.0, 996.0, 337.0, 18.0], RlR4KjCuIK, 5770698]
[reference, [235.0, 1012.0, 201.0, 18.0], 3FWJFPlX1N, 5770698]
[paragraph, [71.0, 1048.0, 364.0, 18.0], gEJNPyzKYL, 5770698]
[paragraph, [71.0, 1066.0, 364.0, 18.0], gEJNPyzKYL, 5770698]
[paragraph, [71.0, 1084.0, 364.0, 18.0], gEJNPyzKYL, 5770698]
[paragraph, [71.0, 1102.0, 364.0, 18.0], gEJNPyzKYL, 5770698]
[paragraph, [71.0, 1120.0, 364.0, 18.0], gEJNPyzKYL, 5770698]
[paragraph, [71.0, 1138.0, 364.0, 18.0], gEJNPyzKYL, 5770698]
[paragraph, [71.0, 1156.0, 364.0, 18.0], gEJNPyzKYL, 5770698]
[paragraph, [71.0, 1174.0, 364.0, 18.0], gEJNPyzKYL, 5770698]
[paragraph, [71.0, 1192.0, 364.0, 18.0], gEJNPyzKYL, 5770698]
[paragraph, [443.0, 1101.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1119.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1137.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1155.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1173.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1191.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1209.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1227.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1245.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1263.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1281.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1299.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1317.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1335.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [443.0, 1353.0, 359.0, 18.0], nRP2A6CW3p, 5770698]
[paragraph, [63.0, 1214.0, 368.0, 18.0], hz2uez2Amt, 5770698]
[paragraph, [63.0, 1232.0, 368.0, 18.0], hz2uez2Amt, 5770698]
[paragraph, [63.0, 1250.0, 368.0, 18.0], hz2uez2Amt, 5770698]
[paragraph, [63.0, 1268.0, 368.0, 18.0], hz2uez2Amt, 5770698]
[paragraph, [63.0, 1286.0, 368.0, 18.0], hz2uez2Amt, 5770698]
[paragraph, [63.0, 1304.0, 368.0, 18.0], hz2uez2Amt, 5770698]
[paragraph, [63.0, 1322.0, 368.0, 18.0], hz2uez2Amt, 5770698]
[paragraph, [63.0, 1340.0, 368.0, 18.0], hz2uez2Amt, 5770698]
