[709, 412]
[paragraph, [24.0, 52.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 70.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 88.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 106.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 124.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 142.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 160.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 178.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 196.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 214.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 232.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 250.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 268.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 286.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 304.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 322.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 340.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 358.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 376.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 394.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 412.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 430.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 448.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 466.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 484.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 502.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 520.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 538.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 556.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 574.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 592.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 610.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [24.0, 628.0, 180.0, 18.0], UDh8uHWMY_, 5740926]
[paragraph, [207.0, 62.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 80.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 98.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 116.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 134.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 152.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 170.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 188.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 206.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 224.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 242.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 260.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 278.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 296.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 314.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 332.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 350.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 368.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 386.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [207.0, 404.0, 179.0, 18.0], cIlswP0vcJ, 5740926]
[paragraph, [224.0, 438.0, 139.0, 18.0], LSbTsf6pGC, 5740926]
[paragraph, [224.0, 456.0, 139.0, 18.0], LSbTsf6pGC, 5740926]
[paragraph, [224.0, 474.0, 139.0, 18.0], LSbTsf6pGC, 5740926]
[paragraph, [207.0, 593.0, 170.0, 18.0], lvEwH9vMa3, 5740926]
[paragraph, [207.0, 611.0, 170.0, 18.0], lvEwH9vMa3, 5740926]
[paragraph, [207.0, 629.0, 170.0, 18.0], lvEwH9vMa3, 5740926]
