[780, 539]
[chapter-title, [0.0, 13.0, 527.0, 30.0], shoonya_5s2UPR83DC1LAY, 5767488]
[paragraph, [35.0, 90.0, 143.0, 18.0], Fpl_l8KdZV, 5767488]
[paragraph, [35.0, 108.0, 143.0, 18.0], Fpl_l8KdZV, 5767488]
[paragraph, [35.0, 126.0, 143.0, 18.0], Fpl_l8KdZV, 5767488]
[paragraph, [35.0, 144.0, 143.0, 18.0], Fpl_l8KdZV, 5767488]
[paragraph, [35.0, 162.0, 143.0, 18.0], Fpl_l8KdZV, 5767488]
[paragraph, [266.0, 121.0, 228.0, 18.0], shoonya_4sUSW3VYVJ59NP, 5767488]
[paragraph, [266.0, 139.0, 228.0, 18.0], shoonya_4sUSW3VYVJ59NP, 5767488]
[paragraph, [266.0, 157.0, 228.0, 18.0], shoonya_4sUSW3VYVJ59NP, 5767488]
[paragraph, [266.0, 175.0, 228.0, 18.0], shoonya_4sUSW3VYVJ59NP, 5767488]
[paragraph, [366.0, 207.0, 95.0, 18.0], shoonya_2sJUXXAZZOAEJC, 5767488]
[paragraph, [366.0, 225.0, 95.0, 18.0], shoonya_2sJUXXAZZOAEJC, 5767488]
[paragraph, [267.0, 250.0, 243.0, 18.0], shoonya_9sKWMLDEAJKIK8, 5767488]
[paragraph, [267.0, 268.0, 243.0, 18.0], shoonya_9sKWMLDEAJKIK8, 5767488]
[paragraph, [267.0, 286.0, 243.0, 18.0], shoonya_9sKWMLDEAJKIK8, 5767488]
[paragraph, [267.0, 304.0, 243.0, 18.0], shoonya_9sKWMLDEAJKIK8, 5767488]
[paragraph, [369.0, 335.0, 99.0, 18.0], vL8oQ6a9Ui, 5767488]
[paragraph, [369.0, 353.0, 99.0, 18.0], vL8oQ6a9Ui, 5767488]
[sub-section-title, [360.0, 433.0, 137.0, 25.5], X8OI8VVuLp, 5767488]
[unordered-list, [357.0, 459.0, 145.0, 18.0], shoonya_6sAN7L9ATM2WKP, 5767488]
[unordered-list, [357.0, 477.0, 145.0, 18.0], shoonya_6sAN7L9ATM2WKP, 5767488]
[unordered-list, [357.0, 495.0, 145.0, 18.0], shoonya_6sAN7L9ATM2WKP, 5767488]
[unordered-list, [357.0, 513.0, 145.0, 18.0], shoonya_6sAN7L9ATM2WKP, 5767488]
[unordered-list, [357.0, 531.0, 145.0, 18.0], shoonya_6sAN7L9ATM2WKP, 5767488]
[unordered-list, [357.0, 549.0, 145.0, 18.0], shoonya_6sAN7L9ATM2WKP, 5767488]
[unordered-list, [357.0, 567.0, 145.0, 18.0], shoonya_6sAN7L9ATM2WKP, 5767488]
[folio, [178.0, 718.0, 197.0, 18.0], i9hcNBiJi4, 5767488]
