[1275, 1650]
[folio, [111.0, 117.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 135.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 153.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 171.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 189.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 207.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 225.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 243.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 261.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 279.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 297.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[folio, [111.0, 315.0, 672.0, 18.0], OSh1OjzZoq, 5765091]
[second-level-question, [851.0, 167.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 185.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 203.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 221.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 239.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 257.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 275.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 293.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 311.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 329.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 347.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 365.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 383.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 401.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 419.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[second-level-question, [851.0, 437.0, 713.0, 18.0], 0o_goIS_pX, 5765091]
[sidebar, [78.0, 330.0, 195.0, 18.0], mODA50m8jv, 5765091]
[sidebar, [78.0, 348.0, 195.0, 18.0], mODA50m8jv, 5765091]
[sidebar, [455.0, 336.0, 336.0, 18.0], -tEId2e4xG, 5765091]
[section-title, [369.0, 371.0, 158.0, 30.0], MpMgLHjL4X, 5765091]
[sidebar, [653.0, 420.0, 146.0, 18.0], A0ySzHxQYY, 5765091]
[sidebar, [653.0, 438.0, 146.0, 18.0], A0ySzHxQYY, 5765091]
[section-title, [1140.0, 468.0, 158.0, 30.0], hxQg_ILw3q, 5765091]
[second-level-question, [76.0, 484.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 502.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 520.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 538.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 556.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 574.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 592.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 610.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 628.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 646.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 664.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 682.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 700.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 718.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 736.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 754.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 772.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 790.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 808.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 826.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 844.0, 695.0, 18.0], Howpnz83kr, 5765091]
[second-level-question, [76.0, 862.0, 695.0, 18.0], Howpnz83kr, 5765091]
[sidebar, [1367.0, 517.0, 138.0, 18.0], 0p3_0uSSuh, 5765091]
[sidebar, [1367.0, 535.0, 138.0, 18.0], 0p3_0uSSuh, 5765091]
[second-level-question, [811.0, 591.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 609.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 627.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 645.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 663.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 681.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 699.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 717.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 735.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 753.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 771.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 789.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 807.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 825.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 843.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 861.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 879.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 897.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 915.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 933.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 951.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 969.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[second-level-question, [811.0, 987.0, 794.0, 18.0], shoonya_0sQMN1W1MCX6J3, 5765091]
[section-title, [373.0, 891.0, 152.0, 30.0], MudMe0PN0k, 5765091]
[sidebar, [688.0, 938.0, 115.0, 18.0], ZEqtzU23TU, 5765091]
[sidebar, [688.0, 956.0, 115.0, 18.0], ZEqtzU23TU, 5765091]
