[2200, 1700]
[paragraph, [161.0, 191.0, 1231.0, 36.0], shoonya_4sP0H93D31B0UD, 5753509]
[paragraph, [161.0, 227.0, 1231.0, 36.0], shoonya_4sP0H93D31B0UD, 5753509]
[paragraph, [161.0, 263.0, 1231.0, 36.0], shoonya_4sP0H93D31B0UD, 5753509]
[paragraph, [161.0, 299.0, 1231.0, 36.0], shoonya_4sP0H93D31B0UD, 5753509]
[paragraph, [173.0, 364.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 400.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 436.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 472.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 508.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 544.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 580.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 616.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 652.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 688.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 724.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 760.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 796.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 832.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 868.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 904.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 940.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 976.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 1012.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 1048.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 1084.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 1120.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 1156.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 1192.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 1228.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 1264.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [173.0, 1300.0, 1229.0, 36.0], shoonya_1sQ0YNXGSB576W, 5753509]
[paragraph, [178.0, 1346.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1382.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1418.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1454.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1490.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1526.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1562.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1598.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1634.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1670.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1706.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1742.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1778.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1814.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1850.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
[paragraph, [178.0, 1886.0, 1227.0, 36.0], shoonya_0s93U62LI2P91D, 5753509]
