[1298, 853]
[section-title, [318.0, 67.0, 237.0, 30.0], shoonya_0s96ZK0X7CRSTE, 5709966]
[paragraph, [57.0, 119.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 137.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 155.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 173.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 191.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 209.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 227.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 245.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 263.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 281.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 299.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 317.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 335.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 353.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 371.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 389.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 407.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 425.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 443.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 461.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 479.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 497.0, 740.0, 18.0], qA_zPhQX33, 5709966]
[paragraph, [57.0, 515.0, 740.0, 18.0], qA_zPhQX33, 5709966]
