[1754, 1241]
[section-title, [109.0, 97.0, 713.0, 49.5], shoonya_4sNUBYLG6GKGJL, 5715964]
[section-title, [109.0, 146.5, 713.0, 49.5], shoonya_4sNUBYLG6GKGJL, 5715964]
[section-title, [109.0, 196.0, 713.0, 49.5], shoonya_4sNUBYLG6GKGJL, 5715964]
[ordered-list, [97.0, 260.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 296.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 332.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 368.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 404.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 440.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 476.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 512.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 548.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 584.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 620.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 656.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 692.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 728.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 764.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 800.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 836.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 872.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 908.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 944.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 980.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1016.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1052.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1088.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1124.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1160.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1196.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1232.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1268.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1304.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1340.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1376.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1412.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1448.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1484.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1520.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1556.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
[ordered-list, [97.0, 1592.0, 863.0, 36.0], shoonya_1s5O7HNX2LKBWG, 5715964]
