[2339, 1653]
[section-title, [230.0, 208.0, 907.0, 52.5], shoonya_3sCXDBW8AJETG8, 5685845]
[paragraph, [232.0, 286.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 322.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 358.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 394.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 430.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 466.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 502.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 538.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 574.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 610.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 646.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 682.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 718.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [232.0, 754.0, 1182.0, 36.0], shoonya_0s31T3LYULFPVU, 5685845]
[paragraph, [575.0, 854.0, 606.0, 36.0], shoonya_1sL000STSF2RRH, 5685845]
[paragraph, [575.0, 890.0, 606.0, 36.0], shoonya_1sL000STSF2RRH, 5685845]
[paragraph, [575.0, 926.0, 606.0, 36.0], shoonya_1sL000STSF2RRH, 5685845]
[paragraph, [575.0, 962.0, 606.0, 36.0], shoonya_1sL000STSF2RRH, 5685845]
[paragraph, [678.0, 1027.0, 356.0, 36.0], 53PRx3ufSo, 5685845]
[reference, [1040.0, 1027.0, 133.0, 36.0], DbB27Dklkm, 5685845]
[paragraph, [238.0, 1089.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1125.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1161.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1197.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1233.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1269.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1305.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1341.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1377.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1413.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1449.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [238.0, 1485.0, 1176.0, 36.0], lOI-oFz6fF, 5685845]
[paragraph, [574.0, 1546.0, 660.0, 36.0], JZzRzG04id, 5685845]
[paragraph, [574.0, 1582.0, 660.0, 36.0], JZzRzG04id, 5685845]
[paragraph, [574.0, 1618.0, 660.0, 36.0], JZzRzG04id, 5685845]
[paragraph, [574.0, 1654.0, 660.0, 36.0], JZzRzG04id, 5685845]
[reference, [993.0, 1707.0, 237.0, 36.0], Ajxl5NGU7C, 5685845]
[paragraph, [704.0, 1709.0, 285.0, 36.0], n6kNuShQ5E, 5685845]
[paragraph, [233.0, 1772.0, 1183.0, 36.0], shoonya_2sNP215SFN6U6D, 5685845]
[paragraph, [233.0, 1808.0, 1183.0, 36.0], shoonya_2sNP215SFN6U6D, 5685845]
[paragraph, [233.0, 1844.0, 1183.0, 36.0], shoonya_2sNP215SFN6U6D, 5685845]
[paragraph, [233.0, 1880.0, 1183.0, 36.0], shoonya_2sNP215SFN6U6D, 5685845]
[paragraph, [233.0, 1916.0, 1183.0, 36.0], shoonya_2sNP215SFN6U6D, 5685845]
[paragraph, [233.0, 1952.0, 1183.0, 36.0], shoonya_2sNP215SFN6U6D, 5685845]
[paragraph, [233.0, 1988.0, 1183.0, 36.0], shoonya_2sNP215SFN6U6D, 5685845]
