[2342, 1678]
[section-title, [584.0, 859.0, 474.0, 52.5], shoonya_8sQ29VCAZXH2KK, 5657068]
[contact-info, [687.0, 1035.0, 824.0, 36.0], shoonya_12sJL21BDY3UCO, 5657068]
[contact-info, [687.0, 1071.0, 824.0, 36.0], shoonya_12sJL21BDY3UCO, 5657068]
[contact-info, [687.0, 1107.0, 824.0, 36.0], shoonya_12sJL21BDY3UCO, 5657068]
[contact-info, [687.0, 1143.0, 824.0, 36.0], shoonya_12sJL21BDY3UCO, 5657068]
[paragraph, [84.0, 1205.0, 1449.0, 36.0], shoonya_2s3KBHQISXGL89, 5657068]
[paragraph, [84.0, 1241.0, 1449.0, 36.0], shoonya_2s3KBHQISXGL89, 5657068]
[paragraph, [84.0, 1277.0, 1449.0, 36.0], shoonya_2s3KBHQISXGL89, 5657068]
[paragraph, [84.0, 1313.0, 1449.0, 36.0], shoonya_2s3KBHQISXGL89, 5657068]
[paragraph, [84.0, 1349.0, 1449.0, 36.0], shoonya_2s3KBHQISXGL89, 5657068]
[paragraph, [84.0, 1385.0, 1449.0, 36.0], shoonya_2s3KBHQISXGL89, 5657068]
[section-title, [141.0, 1426.0, 544.0, 52.5], shoonya_11sV63B6HCLY9U, 5657068]
[paragraph, [75.0, 1547.0, 1462.0, 36.0], shoonya_1sVQACAZWFU9WG, 5657068]
[paragraph, [75.0, 1583.0, 1462.0, 36.0], shoonya_1sVQACAZWFU9WG, 5657068]
[paragraph, [75.0, 1619.0, 1462.0, 36.0], shoonya_1sVQACAZWFU9WG, 5657068]
[paragraph, [75.0, 1655.0, 1462.0, 36.0], shoonya_1sVQACAZWFU9WG, 5657068]
[section-title, [122.0, 1715.0, 389.0, 52.5], g3UP5kGYEg, 5657068]
[paragraph, [81.0, 1774.0, 1430.0, 36.0], shoonya_0sEAESDRK2MG8J, 5657068]
[paragraph, [81.0, 1810.0, 1430.0, 36.0], shoonya_0sEAESDRK2MG8J, 5657068]
[paragraph, [81.0, 1846.0, 1430.0, 36.0], shoonya_0sEAESDRK2MG8J, 5657068]
[paragraph, [81.0, 1882.0, 1430.0, 36.0], shoonya_0sEAESDRK2MG8J, 5657068]
[paragraph, [81.0, 1918.0, 1430.0, 36.0], shoonya_0sEAESDRK2MG8J, 5657068]
[paragraph, [90.0, 2036.0, 1438.0, 36.0], shoonya_3sTV4B5ZWSPPBJ, 5657068]
[paragraph, [90.0, 2072.0, 1438.0, 36.0], shoonya_3sTV4B5ZWSPPBJ, 5657068]
[paragraph, [90.0, 2108.0, 1438.0, 36.0], shoonya_3sTV4B5ZWSPPBJ, 5657068]
