[1763, 1275]
[section-title, [649.0, 49.0, 308.0, 49.5], CfaQTvC69t, 5712403]
[author, [663.0, 113.0, 183.0, 36.0], mrBOkOkmxP, 5712403]
[paragraph, [652.0, 183.0, 323.0, 36.0], htsCOZmVtI, 5712403]
[paragraph, [652.0, 219.0, 323.0, 36.0], htsCOZmVtI, 5712403]
[paragraph, [652.0, 255.0, 323.0, 36.0], htsCOZmVtI, 5712403]
[section-title, [254.0, 238.0, 327.0, 49.5], 5krbcFdBdW, 5712403]
[section-title, [12.0, 240.0, 152.0, 49.5], jJKXVB5J3D, 5712403]
[author, [265.0, 308.0, 206.0, 36.0], G7BtMeLi61, 5712403]
[author, [12.0, 310.0, 229.0, 36.0], elUGM_y0ep, 5712403]
[paragraph, [655.0, 332.0, 315.0, 36.0], 2-O0quXY2O, 5712403]
[paragraph, [655.0, 368.0, 315.0, 36.0], 2-O0quXY2O, 5712403]
[paragraph, [655.0, 404.0, 315.0, 36.0], 2-O0quXY2O, 5712403]
[paragraph, [655.0, 440.0, 315.0, 36.0], 2-O0quXY2O, 5712403]
[paragraph, [269.0, 374.0, 366.0, 36.0], 4Gh-SVxeWN, 5712403]
[paragraph, [269.0, 410.0, 366.0, 36.0], 4Gh-SVxeWN, 5712403]
[paragraph, [269.0, 446.0, 366.0, 36.0], 4Gh-SVxeWN, 5712403]
[paragraph, [269.0, 482.0, 366.0, 36.0], 4Gh-SVxeWN, 5712403]
[paragraph, [11.0, 380.0, 202.0, 36.0], Ei8Dtz-sNA, 5712403]
[paragraph, [11.0, 416.0, 202.0, 36.0], Ei8Dtz-sNA, 5712403]
[paragraph, [9.0, 466.0, 235.0, 36.0], sgtk2r3j9r, 5712403]
[paragraph, [9.0, 502.0, 235.0, 36.0], sgtk2r3j9r, 5712403]
[paragraph, [9.0, 538.0, 235.0, 36.0], sgtk2r3j9r, 5712403]
[paragraph, [9.0, 574.0, 235.0, 36.0], sgtk2r3j9r, 5712403]
[paragraph, [9.0, 610.0, 235.0, 36.0], sgtk2r3j9r, 5712403]
[paragraph, [652.0, 508.0, 296.0, 36.0], 3dWyJcmw7-, 5712403]
[paragraph, [652.0, 544.0, 296.0, 36.0], 3dWyJcmw7-, 5712403]
[paragraph, [652.0, 580.0, 296.0, 36.0], 3dWyJcmw7-, 5712403]
[paragraph, [652.0, 616.0, 296.0, 36.0], 3dWyJcmw7-, 5712403]
[paragraph, [264.0, 523.0, 367.0, 36.0], YeQgU7GvYk, 5712403]
[paragraph, [264.0, 559.0, 367.0, 36.0], YeQgU7GvYk, 5712403]
[paragraph, [264.0, 595.0, 367.0, 36.0], YeQgU7GvYk, 5712403]
[paragraph, [264.0, 631.0, 367.0, 36.0], YeQgU7GvYk, 5712403]
[section-title, [969.0, 649.0, 127.0, 49.5], 4WpuQ3THZ5, 5712403]
[paragraph, [9.0, 676.0, 155.0, 36.0], xjG5cTHPif, 5712403]
[paragraph, [9.0, 712.0, 155.0, 36.0], xjG5cTHPif, 5712403]
[paragraph, [658.0, 686.0, 307.0, 36.0], oAXN0QpeWt, 5712403]
[paragraph, [658.0, 722.0, 307.0, 36.0], oAXN0QpeWt, 5712403]
[paragraph, [658.0, 758.0, 307.0, 36.0], oAXN0QpeWt, 5712403]
[paragraph, [658.0, 794.0, 307.0, 36.0], oAXN0QpeWt, 5712403]
[paragraph, [658.0, 830.0, 307.0, 36.0], oAXN0QpeWt, 5712403]
[paragraph, [269.0, 692.0, 377.0, 36.0], vcPXQu6r8j, 5712403]
[paragraph, [269.0, 728.0, 377.0, 36.0], vcPXQu6r8j, 5712403]
[paragraph, [269.0, 764.0, 377.0, 36.0], vcPXQu6r8j, 5712403]
[author, [970.0, 710.0, 184.0, 36.0], KL6Nr2ZVeV, 5712403]
[paragraph, [7.0, 762.0, 237.0, 36.0], BbPPsFd9Af, 5712403]
[paragraph, [7.0, 798.0, 237.0, 36.0], BbPPsFd9Af, 5712403]
[paragraph, [7.0, 834.0, 237.0, 36.0], BbPPsFd9Af, 5712403]
[paragraph, [7.0, 870.0, 237.0, 36.0], BbPPsFd9Af, 5712403]
[paragraph, [7.0, 906.0, 237.0, 36.0], BbPPsFd9Af, 5712403]
[paragraph, [972.0, 775.0, 245.0, 36.0], iFPCQ24j5-, 5712403]
[paragraph, [972.0, 811.0, 245.0, 36.0], iFPCQ24j5-, 5712403]
[paragraph, [972.0, 847.0, 245.0, 36.0], iFPCQ24j5-, 5712403]
[paragraph, [972.0, 883.0, 245.0, 36.0], iFPCQ24j5-, 5712403]
[paragraph, [269.0, 837.0, 318.0, 36.0], aJK2K_ap8B, 5712403]
[paragraph, [269.0, 873.0, 318.0, 36.0], aJK2K_ap8B, 5712403]
[paragraph, [269.0, 909.0, 318.0, 36.0], aJK2K_ap8B, 5712403]
[paragraph, [269.0, 945.0, 318.0, 36.0], aJK2K_ap8B, 5712403]
[paragraph, [963.0, 960.0, 272.0, 36.0], ksY3-rYUMu, 5712403]
[paragraph, [963.0, 996.0, 272.0, 36.0], ksY3-rYUMu, 5712403]
[paragraph, [963.0, 1032.0, 272.0, 36.0], ksY3-rYUMu, 5712403]
[paragraph, [963.0, 1068.0, 272.0, 36.0], ksY3-rYUMu, 5712403]
[paragraph, [3.0, 974.0, 262.0, 36.0], CILKznSzMd, 5712403]
[paragraph, [3.0, 1010.0, 262.0, 36.0], CILKznSzMd, 5712403]
[paragraph, [3.0, 1046.0, 262.0, 36.0], CILKznSzMd, 5712403]
[paragraph, [3.0, 1082.0, 262.0, 36.0], CILKznSzMd, 5712403]
[paragraph, [3.0, 1118.0, 262.0, 36.0], CILKznSzMd, 5712403]
[paragraph, [272.0, 993.0, 409.0, 36.0], 1YB9JaVms3, 5712403]
[paragraph, [272.0, 1029.0, 409.0, 36.0], 1YB9JaVms3, 5712403]
[paragraph, [272.0, 1065.0, 409.0, 36.0], 1YB9JaVms3, 5712403]
[paragraph, [272.0, 1101.0, 409.0, 36.0], 1YB9JaVms3, 5712403]
[paragraph, [969.0, 1135.0, 210.0, 36.0], ftU932Kvo6, 5712403]
[paragraph, [969.0, 1171.0, 210.0, 36.0], ftU932Kvo6, 5712403]
[paragraph, [969.0, 1207.0, 210.0, 36.0], ftU932Kvo6, 5712403]
[paragraph, [6.0, 1184.0, 257.0, 36.0], OdDqaED-T2, 5712403]
[paragraph, [6.0, 1220.0, 257.0, 36.0], OdDqaED-T2, 5712403]
[paragraph, [6.0, 1256.0, 257.0, 36.0], OdDqaED-T2, 5712403]
[paragraph, [6.0, 1292.0, 257.0, 36.0], OdDqaED-T2, 5712403]
[paragraph, [970.0, 1246.0, 203.0, 36.0], BfUQYL5ktf, 5712403]
[paragraph, [970.0, 1282.0, 203.0, 36.0], BfUQYL5ktf, 5712403]
[paragraph, [970.0, 1318.0, 203.0, 36.0], BfUQYL5ktf, 5712403]
[figure-caption, [636.0, 1364.0, 194.0, 36.0], bLRKOQIe79, 5712403]
[paragraph, [6.0, 1366.0, 259.0, 36.0], 7Mqy43EAAs, 5712403]
[paragraph, [6.0, 1402.0, 259.0, 36.0], 7Mqy43EAAs, 5712403]
[paragraph, [6.0, 1438.0, 259.0, 36.0], 7Mqy43EAAs, 5712403]
[paragraph, [6.0, 1474.0, 259.0, 36.0], 7Mqy43EAAs, 5712403]
[paragraph, [6.0, 1510.0, 259.0, 36.0], 7Mqy43EAAs, 5712403]
[paragraph, [6.0, 1546.0, 259.0, 36.0], 7Mqy43EAAs, 5712403]
[paragraph, [6.0, 1582.0, 259.0, 36.0], 7Mqy43EAAs, 5712403]
[paragraph, [6.0, 1618.0, 259.0, 36.0], 7Mqy43EAAs, 5712403]
[figure-caption, [638.0, 1589.0, 184.0, 36.0], XLH2AWgnPh, 5712403]
[figure-caption, [837.0, 1592.0, 173.0, 36.0], VI5RP3Q8g8, 5712403]
[figure-caption, [1044.0, 1592.0, 163.0, 36.0], jqMCPeLrHv, 5712403]
[folio, [837.0, 1646.0, 299.0, 36.0], qm5CYt0mK2, 5712403]
