[1818, 1374]
[folio, [458.0, 105.0, 450.0, 36.0], shoonya_0s5VBKEX5H21YG, 5682053]
[paragraph, [694.0, 173.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 209.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 245.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 281.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 317.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 353.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 389.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 425.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 461.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 497.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 533.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 569.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 605.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 641.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 677.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 713.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 749.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 785.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 821.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 857.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 893.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 929.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 965.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 1001.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 1037.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 1073.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 1109.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 1145.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 1181.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [694.0, 1217.0, 568.0, 36.0], LKTtlZJJsu, 5682053]
[paragraph, [101.0, 174.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 210.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 246.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 282.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 318.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 354.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 390.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 426.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 462.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 498.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 534.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 570.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 606.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 642.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 678.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 714.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 750.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 786.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
