[2339, 1653]
[paragraph, [233.0, 187.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 223.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 259.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 295.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 331.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 367.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 403.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 439.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 475.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 511.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 547.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 583.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 619.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 655.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 691.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 727.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 763.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 799.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 835.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 871.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 907.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 943.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 979.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 1015.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [233.0, 1051.0, 1178.0, 36.0], shoonya_0sC4BDX7J18YZM, 5753635]
[paragraph, [514.0, 1137.0, 462.0, 36.0], shoonya_3sNJHKQYN8YZC1, 5753635]
[paragraph, [515.0, 1258.0, 488.0, 36.0], shoonya_4sH6N3E4M11Q9H, 5753635]
[paragraph, [236.0, 1364.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1400.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1436.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1472.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1508.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1544.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1580.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1616.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1652.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1688.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1724.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1760.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1796.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [236.0, 1832.0, 1183.0, 36.0], shoonya_1s7KDLWWY0JKSK, 5753635]
[paragraph, [495.0, 1956.0, 408.0, 36.0], i-otIdi_94, 5753635]
[reference, [246.0, 2089.0, 428.0, 36.0], F6Xh4Tb2lY, 5753635]
