[1650, 1275]
[folio, [167.0, 79.0, 135.0, 36.0], bMDAHtsAvc, 6472709]
[headline, [796.0, 179.0, 214.0, 37.5], shoonya_6sWUX5H2V2S9XM, 6472709]
[headline, [796.0, 216.5, 214.0, 37.5], shoonya_6sWUX5H2V2S9XM, 6472709]
[headline, [796.0, 254.0, 214.0, 37.5], shoonya_6sWUX5H2V2S9XM, 6472709]
[headline, [796.0, 291.5, 214.0, 37.5], shoonya_6sWUX5H2V2S9XM, 6472709]
[headline, [172.0, 185.0, 564.0, 37.5], shoonya_7sZWT7XRJQ4DEY, 6472709]
[paragraph, [175.0, 267.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 303.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 339.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 375.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 411.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 447.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 483.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 519.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 555.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 591.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [175.0, 627.0, 289.0, 36.0], shoonya_3sGAMOACU47Z8U, 6472709]
[paragraph, [479.0, 267.0, 291.0, 36.0], 7MB70cNFzW, 6472709]
[paragraph, [479.0, 303.0, 291.0, 36.0], 7MB70cNFzW, 6472709]
[paragraph, [479.0, 339.0, 291.0, 36.0], 7MB70cNFzW, 6472709]
[paragraph, [479.0, 375.0, 291.0, 36.0], 7MB70cNFzW, 6472709]
[paragraph, [479.0, 411.0, 291.0, 36.0], 7MB70cNFzW, 6472709]
[paragraph, [479.0, 447.0, 291.0, 36.0], 7MB70cNFzW, 6472709]
[paragraph, [479.0, 483.0, 291.0, 36.0], 7MB70cNFzW, 6472709]
[paragraph, [479.0, 519.0, 291.0, 36.0], 7MB70cNFzW, 6472709]
[paragraph, [479.0, 555.0, 291.0, 36.0], 7MB70cNFzW, 6472709]
[paragraph, [801.0, 368.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 404.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 440.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 476.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 512.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 548.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 584.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 620.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 656.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 692.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 728.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 764.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 800.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 836.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 872.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 908.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [801.0, 944.0, 263.0, 36.0], nNJ9rc1tB4, 6472709]
[paragraph, [481.0, 617.0, 286.0, 36.0], 7exFZ_jedi, 6472709]
[paragraph, [481.0, 653.0, 286.0, 36.0], 7exFZ_jedi, 6472709]
[paragraph, [481.0, 689.0, 286.0, 36.0], 7exFZ_jedi, 6472709]
[paragraph, [176.0, 693.0, 286.0, 36.0], SkKn3slJ06, 6472709]
[headline, [187.0, 781.0, 508.0, 37.5], shoonya_10sRST4U6O9RAD, 6472709]
[paragraph, [186.0, 849.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 885.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 921.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 957.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 993.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 1029.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 1065.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 1101.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 1137.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 1173.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [186.0, 1209.0, 275.0, 36.0], kATZAR_nth, 6472709]
[paragraph, [481.0, 851.0, 270.0, 36.0], -_fnhfxz3C, 6472709]
[paragraph, [481.0, 887.0, 270.0, 36.0], -_fnhfxz3C, 6472709]
[paragraph, [481.0, 923.0, 270.0, 36.0], -_fnhfxz3C, 6472709]
[paragraph, [481.0, 959.0, 270.0, 36.0], -_fnhfxz3C, 6472709]
[paragraph, [481.0, 995.0, 270.0, 36.0], -_fnhfxz3C, 6472709]
[paragraph, [481.0, 1031.0, 270.0, 36.0], -_fnhfxz3C, 6472709]
[paragraph, [481.0, 1067.0, 270.0, 36.0], -_fnhfxz3C, 6472709]
[paragraph, [802.0, 997.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1033.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1069.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1105.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1141.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1177.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1213.0, 259.0, 36.0], FuotZjtZBm, 6472709]
