[2200, 1656]
[folio, [1428.0, 147.0, 108.0, 36.0], shoonya_17sYEXWWPJ6TV3, 5654466]
[chapter-title, [532.0, 214.0, 481.0, 70.5], shoonya_19s5LFMA08U8UK, 5654466]
[author, [714.0, 375.0, 123.0, 36.0], shoonya_26sBRT27CMV5FP, 5654466]
[paragraph, [395.0, 412.0, 298.0, 36.0], shoonya_21sQJKG9Q6SQVS, 5654466]
[paragraph, [395.0, 448.0, 298.0, 36.0], shoonya_21sQJKG9Q6SQVS, 5654466]
[figure-caption, [1029.0, 425.0, 508.0, 36.0], shoonya_1sMV0IYCV8FOSY, 5654466]
[figure-caption, [1029.0, 461.0, 508.0, 36.0], shoonya_1sMV0IYCV8FOSY, 5654466]
[figure-caption, [1029.0, 497.0, 508.0, 36.0], shoonya_1sMV0IYCV8FOSY, 5654466]
[figure-caption, [1029.0, 533.0, 508.0, 36.0], shoonya_1sMV0IYCV8FOSY, 5654466]
[figure-caption, [1029.0, 569.0, 508.0, 36.0], shoonya_1sMV0IYCV8FOSY, 5654466]
[figure-caption, [1029.0, 605.0, 508.0, 36.0], shoonya_1sMV0IYCV8FOSY, 5654466]
[figure-caption, [1029.0, 641.0, 508.0, 36.0], shoonya_1sMV0IYCV8FOSY, 5654466]
[figure-caption, [1029.0, 677.0, 508.0, 36.0], shoonya_1sMV0IYCV8FOSY, 5654466]
[paragraph, [18.0, 435.0, 353.0, 36.0], QDUGq06aZm, 5654466]
[paragraph, [18.0, 471.0, 353.0, 36.0], QDUGq06aZm, 5654466]
[paragraph, [18.0, 507.0, 353.0, 36.0], QDUGq06aZm, 5654466]
[paragraph, [18.0, 543.0, 353.0, 36.0], QDUGq06aZm, 5654466]
[paragraph, [18.0, 579.0, 353.0, 36.0], QDUGq06aZm, 5654466]
[paragraph, [398.0, 530.0, 336.0, 36.0], shoonya_27sYX08O391NV0, 5654466]
[paragraph, [398.0, 566.0, 336.0, 36.0], shoonya_27sYX08O391NV0, 5654466]
[paragraph, [398.0, 602.0, 336.0, 36.0], shoonya_27sYX08O391NV0, 5654466]
[paragraph, [398.0, 638.0, 336.0, 36.0], shoonya_27sYX08O391NV0, 5654466]
[paragraph, [19.0, 639.0, 342.0, 36.0], hcGwFGzaw5, 5654466]
[paragraph, [19.0, 675.0, 342.0, 36.0], hcGwFGzaw5, 5654466]
[paragraph, [19.0, 711.0, 342.0, 36.0], hcGwFGzaw5, 5654466]
[paragraph, [19.0, 747.0, 342.0, 36.0], hcGwFGzaw5, 5654466]
[paragraph, [19.0, 783.0, 342.0, 36.0], hcGwFGzaw5, 5654466]
[paragraph, [403.0, 735.0, 320.0, 36.0], shoonya_29sV9T033ALOYV, 5654466]
[paragraph, [403.0, 771.0, 320.0, 36.0], shoonya_29sV9T033ALOYV, 5654466]
[paragraph, [403.0, 807.0, 320.0, 36.0], shoonya_29sV9T033ALOYV, 5654466]
[paragraph, [403.0, 843.0, 320.0, 36.0], shoonya_29sV9T033ALOYV, 5654466]
[paragraph, [1186.0, 772.0, 311.0, 36.0], shoonya_18sHOWXVLX2JBL, 5654466]
[paragraph, [1186.0, 808.0, 311.0, 36.0], shoonya_18sHOWXVLX2JBL, 5654466]
[paragraph, [804.0, 779.0, 310.0, 36.0], shoonya_4sLTZ43YM4NNBW, 5654466]
[paragraph, [804.0, 815.0, 310.0, 36.0], shoonya_4sLTZ43YM4NNBW, 5654466]
[paragraph, [804.0, 851.0, 310.0, 36.0], shoonya_4sLTZ43YM4NNBW, 5654466]
[paragraph, [804.0, 887.0, 310.0, 36.0], shoonya_4sLTZ43YM4NNBW, 5654466]
[paragraph, [804.0, 923.0, 310.0, 36.0], shoonya_4sLTZ43YM4NNBW, 5654466]
[paragraph, [24.0, 839.0, 302.0, 36.0], zXsqNEFyom, 5654466]
[paragraph, [24.0, 875.0, 302.0, 36.0], zXsqNEFyom, 5654466]
[paragraph, [24.0, 911.0, 302.0, 36.0], zXsqNEFyom, 5654466]
[paragraph, [24.0, 947.0, 302.0, 36.0], zXsqNEFyom, 5654466]
[paragraph, [24.0, 983.0, 302.0, 36.0], zXsqNEFyom, 5654466]
[paragraph, [1200.0, 887.0, 298.0, 36.0], shoonya_5sP95CINZSBX3X, 5654466]
[paragraph, [1200.0, 923.0, 298.0, 36.0], shoonya_5sP95CINZSBX3X, 5654466]
[paragraph, [1200.0, 959.0, 298.0, 36.0], shoonya_5sP95CINZSBX3X, 5654466]
[paragraph, [1200.0, 995.0, 298.0, 36.0], shoonya_5sP95CINZSBX3X, 5654466]
[paragraph, [407.0, 935.0, 331.0, 36.0], shoonya_7sEI108Q34S7MO, 5654466]
[paragraph, [407.0, 971.0, 331.0, 36.0], shoonya_7sEI108Q34S7MO, 5654466]
[paragraph, [407.0, 1007.0, 331.0, 36.0], shoonya_7sEI108Q34S7MO, 5654466]
[paragraph, [407.0, 1043.0, 331.0, 36.0], shoonya_7sEI108Q34S7MO, 5654466]
[paragraph, [806.0, 983.0, 315.0, 36.0], shoonya_0sQE5F5ZGWMKS3, 5654466]
[paragraph, [806.0, 1019.0, 315.0, 36.0], shoonya_0sQE5F5ZGWMKS3, 5654466]
[paragraph, [806.0, 1055.0, 315.0, 36.0], shoonya_0sQE5F5ZGWMKS3, 5654466]
[paragraph, [806.0, 1091.0, 315.0, 36.0], shoonya_0sQE5F5ZGWMKS3, 5654466]
[paragraph, [27.0, 1038.0, 322.0, 36.0], oG1Uu5V-BZ, 5654466]
[paragraph, [27.0, 1074.0, 322.0, 36.0], oG1Uu5V-BZ, 5654466]
[paragraph, [27.0, 1110.0, 322.0, 36.0], oG1Uu5V-BZ, 5654466]
[paragraph, [27.0, 1146.0, 322.0, 36.0], oG1Uu5V-BZ, 5654466]
[paragraph, [1206.0, 1082.0, 320.0, 36.0], shoonya_6sJB859B6AZETS, 5654466]
[paragraph, [1206.0, 1118.0, 320.0, 36.0], shoonya_6sJB859B6AZETS, 5654466]
[paragraph, [1206.0, 1154.0, 320.0, 36.0], shoonya_6sJB859B6AZETS, 5654466]
[paragraph, [1206.0, 1190.0, 320.0, 36.0], shoonya_6sJB859B6AZETS, 5654466]
[paragraph, [412.0, 1137.0, 318.0, 36.0], shoonya_13sBRIJLNLLGPB, 5654466]
[paragraph, [412.0, 1173.0, 318.0, 36.0], shoonya_13sBRIJLNLLGPB, 5654466]
[paragraph, [412.0, 1209.0, 318.0, 36.0], shoonya_13sBRIJLNLLGPB, 5654466]
[paragraph, [412.0, 1245.0, 318.0, 36.0], shoonya_13sBRIJLNLLGPB, 5654466]
[paragraph, [809.0, 1182.0, 278.0, 36.0], shoonya_3sNDTRT0GGJN75, 5654466]
[paragraph, [809.0, 1218.0, 278.0, 36.0], shoonya_3sNDTRT0GGJN75, 5654466]
[paragraph, [809.0, 1254.0, 278.0, 36.0], shoonya_3sNDTRT0GGJN75, 5654466]
[paragraph, [809.0, 1290.0, 278.0, 36.0], shoonya_3sNDTRT0GGJN75, 5654466]
[paragraph, [27.0, 1225.0, 322.0, 36.0], npB-iWt6ek, 5654466]
[paragraph, [27.0, 1261.0, 322.0, 36.0], npB-iWt6ek, 5654466]
[paragraph, [27.0, 1297.0, 322.0, 36.0], npB-iWt6ek, 5654466]
[paragraph, [27.0, 1333.0, 322.0, 36.0], npB-iWt6ek, 5654466]
[paragraph, [1202.0, 1282.0, 297.0, 36.0], shoonya_8sNSF6PTQM86Q3, 5654466]
[paragraph, [1202.0, 1318.0, 297.0, 36.0], shoonya_8sNSF6PTQM86Q3, 5654466]
[paragraph, [1202.0, 1354.0, 297.0, 36.0], shoonya_8sNSF6PTQM86Q3, 5654466]
[paragraph, [1202.0, 1390.0, 297.0, 36.0], shoonya_8sNSF6PTQM86Q3, 5654466]
[paragraph, [418.0, 1340.0, 314.0, 36.0], shoonya_2sL8XNAN8M27ZE, 5654466]
[paragraph, [418.0, 1376.0, 314.0, 36.0], shoonya_2sL8XNAN8M27ZE, 5654466]
[paragraph, [418.0, 1412.0, 314.0, 36.0], shoonya_2sL8XNAN8M27ZE, 5654466]
[paragraph, [418.0, 1448.0, 314.0, 36.0], shoonya_2sL8XNAN8M27ZE, 5654466]
[paragraph, [813.0, 1381.0, 290.0, 36.0], shoonya_10sAV29W1Q4HD4, 5654466]
[paragraph, [813.0, 1417.0, 290.0, 36.0], shoonya_10sAV29W1Q4HD4, 5654466]
[paragraph, [813.0, 1453.0, 290.0, 36.0], shoonya_10sAV29W1Q4HD4, 5654466]
[paragraph, [813.0, 1489.0, 290.0, 36.0], shoonya_10sAV29W1Q4HD4, 5654466]
[paragraph, [813.0, 1525.0, 290.0, 36.0], shoonya_10sAV29W1Q4HD4, 5654466]
[paragraph, [24.0, 1414.0, 339.0, 36.0], HySP6N6tyM, 5654466]
[paragraph, [24.0, 1450.0, 339.0, 36.0], HySP6N6tyM, 5654466]
[paragraph, [24.0, 1486.0, 339.0, 36.0], HySP6N6tyM, 5654466]
[paragraph, [24.0, 1522.0, 339.0, 36.0], HySP6N6tyM, 5654466]
[paragraph, [24.0, 1558.0, 339.0, 36.0], HySP6N6tyM, 5654466]
[paragraph, [1211.0, 1477.0, 325.0, 36.0], shoonya_9sQSX43Y2SWI27, 5654466]
[paragraph, [1211.0, 1513.0, 325.0, 36.0], shoonya_9sQSX43Y2SWI27, 5654466]
[paragraph, [1211.0, 1549.0, 325.0, 36.0], shoonya_9sQSX43Y2SWI27, 5654466]
[paragraph, [1211.0, 1585.0, 325.0, 36.0], shoonya_9sQSX43Y2SWI27, 5654466]
[paragraph, [1211.0, 1621.0, 325.0, 36.0], shoonya_9sQSX43Y2SWI27, 5654466]
[paragraph, [421.0, 1540.0, 353.0, 36.0], shoonya_12s7D9RUP67G0S, 5654466]
[paragraph, [421.0, 1576.0, 353.0, 36.0], shoonya_12s7D9RUP67G0S, 5654466]
[paragraph, [421.0, 1612.0, 353.0, 36.0], shoonya_12s7D9RUP67G0S, 5654466]
[paragraph, [421.0, 1648.0, 353.0, 36.0], shoonya_12s7D9RUP67G0S, 5654466]
[paragraph, [816.0, 1576.0, 317.0, 36.0], shoonya_24s9A60HVBBC30, 5654466]
[paragraph, [816.0, 1612.0, 317.0, 36.0], shoonya_24s9A60HVBBC30, 5654466]
[paragraph, [816.0, 1648.0, 317.0, 36.0], shoonya_24s9A60HVBBC30, 5654466]
[paragraph, [816.0, 1684.0, 317.0, 36.0], shoonya_24s9A60HVBBC30, 5654466]
[paragraph, [27.0, 1602.0, 346.0, 36.0], 8H8o-0Xj-y, 5654466]
[paragraph, [27.0, 1638.0, 346.0, 36.0], 8H8o-0Xj-y, 5654466]
[paragraph, [27.0, 1674.0, 346.0, 36.0], 8H8o-0Xj-y, 5654466]
[paragraph, [27.0, 1710.0, 346.0, 36.0], 8H8o-0Xj-y, 5654466]
[paragraph, [27.0, 1746.0, 346.0, 36.0], 8H8o-0Xj-y, 5654466]
[paragraph, [1214.0, 1674.0, 315.0, 36.0], shoonya_28s33DE46XH4BL, 5654466]
