[1425, 1088]
[section-title, [198.0, 112.0, 178.0, 30.0], Eq_oWXFYx5, 5758981]
[unordered-list, [115.0, 151.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[unordered-list, [115.0, 169.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[unordered-list, [115.0, 187.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[unordered-list, [115.0, 205.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[unordered-list, [115.0, 223.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[unordered-list, [115.0, 241.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[unordered-list, [115.0, 259.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[unordered-list, [115.0, 277.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[unordered-list, [115.0, 295.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[unordered-list, [115.0, 313.0, 825.0, 18.0], shoonya_4sF9L09XMVRD3U, 5758981]
[section-title, [107.0, 346.0, 352.0, 30.0], shoonya_7sC3GPAGE1NXPK, 5758981]
[paragraph, [105.0, 394.0, 842.0, 18.0], shoonya_13sJIR61SHTENK, 5758981]
[paragraph, [105.0, 412.0, 842.0, 18.0], shoonya_13sJIR61SHTENK, 5758981]
[paragraph, [105.0, 430.0, 842.0, 18.0], shoonya_13sJIR61SHTENK, 5758981]
[paragraph, [105.0, 448.0, 842.0, 18.0], shoonya_13sJIR61SHTENK, 5758981]
[paragraph, [105.0, 466.0, 842.0, 18.0], shoonya_13sJIR61SHTENK, 5758981]
[paragraph, [105.0, 484.0, 842.0, 18.0], shoonya_13sJIR61SHTENK, 5758981]
[paragraph, [105.0, 502.0, 842.0, 18.0], shoonya_13sJIR61SHTENK, 5758981]
[paragraph, [105.0, 520.0, 842.0, 18.0], shoonya_13sJIR61SHTENK, 5758981]
[paragraph, [109.0, 553.0, 840.0, 18.0], MJ1kJpPLgE, 5758981]
[paragraph, [109.0, 571.0, 840.0, 18.0], MJ1kJpPLgE, 5758981]
[paragraph, [109.0, 589.0, 840.0, 18.0], MJ1kJpPLgE, 5758981]
[unordered-list, [105.0, 621.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 639.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 657.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 675.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 693.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 711.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 729.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 747.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 765.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 783.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 801.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 819.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 837.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 855.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[unordered-list, [105.0, 873.0, 845.0, 18.0], shoonya_12sOSKUTNTO1K4, 5758981]
[figure-caption, [112.0, 1241.0, 824.0, 18.0], shoonya_2s812UBDHX7QPN, 5758981]
[figure-caption, [112.0, 1259.0, 824.0, 18.0], shoonya_2s812UBDHX7QPN, 5758981]
[folio, [93.0, 1338.0, 181.0, 18.0], JER9J58tbT, 5758981]
