[2480, 1748]
[headline, [138.0, 468.0, 853.0, 67.5], shoonya_2s9UIBSQAN7MMG, 6474018]
[headline, [138.0, 535.5, 853.0, 67.5], shoonya_2s9UIBSQAN7MMG, 6474018]
[headline, [138.0, 603.0, 853.0, 67.5], shoonya_2s9UIBSQAN7MMG, 6474018]
[paragraph, [127.0, 938.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 974.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 1010.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 1046.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 1082.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 1118.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 1154.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 1190.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 1226.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 1262.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [127.0, 1298.0, 1494.0, 36.0], shoonya_0s31Q3GMHHIWLV, 6474018]
[paragraph, [133.0, 1349.0, 1487.0, 36.0], wz3gwlnxVp, 6474018]
[paragraph, [133.0, 1385.0, 1487.0, 36.0], wz3gwlnxVp, 6474018]
[paragraph, [133.0, 1421.0, 1487.0, 36.0], wz3gwlnxVp, 6474018]
[paragraph, [133.0, 1457.0, 1487.0, 36.0], wz3gwlnxVp, 6474018]
[paragraph, [133.0, 1493.0, 1487.0, 36.0], wz3gwlnxVp, 6474018]
[paragraph, [133.0, 1529.0, 1487.0, 36.0], wz3gwlnxVp, 6474018]
[paragraph, [133.0, 1565.0, 1487.0, 36.0], wz3gwlnxVp, 6474018]
[paragraph, [133.0, 1601.0, 1487.0, 36.0], wz3gwlnxVp, 6474018]
[section-title, [128.0, 1711.0, 1129.0, 52.5], FSrLEM1zEp, 6474018]
[paragraph, [120.0, 1805.0, 1492.0, 36.0], BchsYfKuSo, 6474018]
[paragraph, [120.0, 1841.0, 1492.0, 36.0], BchsYfKuSo, 6474018]
[paragraph, [120.0, 1877.0, 1492.0, 36.0], BchsYfKuSo, 6474018]
[paragraph, [120.0, 1913.0, 1492.0, 36.0], BchsYfKuSo, 6474018]
[paragraph, [120.0, 1949.0, 1492.0, 36.0], BchsYfKuSo, 6474018]
[paragraph, [120.0, 1985.0, 1492.0, 36.0], BchsYfKuSo, 6474018]
[unordered-list, [120.0, 2045.0, 1485.0, 36.0], oQvrvSFMBw, 6474018]
[unordered-list, [120.0, 2081.0, 1485.0, 36.0], oQvrvSFMBw, 6474018]
[unordered-list, [120.0, 2117.0, 1485.0, 36.0], oQvrvSFMBw, 6474018]
[unordered-list, [120.0, 2153.0, 1485.0, 36.0], oQvrvSFMBw, 6474018]
[unordered-list, [120.0, 2189.0, 1485.0, 36.0], oQvrvSFMBw, 6474018]
[unordered-list, [120.0, 2225.0, 1485.0, 36.0], oQvrvSFMBw, 6474018]
