[1518, 1075]
[folio, [548.0, 115.0, 80.0, 36.0], dvv9k3PAtE, 5722676]
[paragraph, [116.0, 173.0, 424.0, 36.0], shoonya_7s609N1TPHY55L, 5722676]
[paragraph, [559.0, 174.0, 426.0, 36.0], shoonya_2s10Z8EA69PYGJ, 5722676]
[paragraph, [559.0, 210.0, 426.0, 36.0], shoonya_2s10Z8EA69PYGJ, 5722676]
[paragraph, [559.0, 246.0, 426.0, 36.0], shoonya_2s10Z8EA69PYGJ, 5722676]
[paragraph, [559.0, 282.0, 426.0, 36.0], shoonya_2s10Z8EA69PYGJ, 5722676]
[paragraph, [559.0, 318.0, 426.0, 36.0], shoonya_2s10Z8EA69PYGJ, 5722676]
[paragraph, [114.0, 229.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 265.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 301.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 337.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 373.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 409.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 445.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 481.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 517.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 553.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 589.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 625.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 661.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 697.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 733.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 769.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 805.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 841.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 877.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 913.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 949.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 985.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 1021.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 1057.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 1093.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 1129.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 1165.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 1201.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 1237.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [114.0, 1273.0, 428.0, 36.0], shoonya_3sOQ9Z3GHG58GA, 5722676]
[paragraph, [559.0, 395.0, 427.0, 36.0], shoonya_0sYOQY9P6YYH5W, 5722676]
[paragraph, [559.0, 431.0, 427.0, 36.0], shoonya_0sYOQY9P6YYH5W, 5722676]
[paragraph, [559.0, 467.0, 427.0, 36.0], shoonya_0sYOQY9P6YYH5W, 5722676]
[paragraph, [559.0, 503.0, 427.0, 36.0], shoonya_0sYOQY9P6YYH5W, 5722676]
[paragraph, [559.0, 539.0, 427.0, 36.0], shoonya_0sYOQY9P6YYH5W, 5722676]
[paragraph, [559.0, 575.0, 427.0, 36.0], shoonya_0sYOQY9P6YYH5W, 5722676]
[paragraph, [558.0, 644.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 680.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 716.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 752.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 788.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 824.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 860.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 896.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 932.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 968.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 1004.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 1040.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 1076.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 1112.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 1148.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 1184.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 1220.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 1256.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[paragraph, [558.0, 1292.0, 427.0, 36.0], shoonya_1s22CCNDFBPQM1, 5722676]
[folio, [192.0, 1383.0, 425.0, 36.0], shoonya_5sOADK1VWSQMOF, 5722676]
