[1755, 1240]
[folio, [637.0, 75.0, 483.0, 36.0], He0S1YNNKB, 5743854]
[paragraph, [195.0, 207.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 243.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 279.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 315.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 351.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 387.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 423.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 459.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 495.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 531.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 567.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 603.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 639.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 675.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 711.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 747.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 783.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 819.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 855.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 891.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 927.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 963.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 999.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 1035.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 1071.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 1107.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 1143.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 1179.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 1215.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 1251.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [195.0, 1287.0, 933.0, 36.0], bNX3Fgs_E2, 5743854]
[paragraph, [198.0, 1352.0, 933.0, 36.0], shoonya_1sOHJ0EOU8OK8Y, 5743854]
[paragraph, [198.0, 1388.0, 933.0, 36.0], shoonya_1sOHJ0EOU8OK8Y, 5743854]
[paragraph, [198.0, 1424.0, 933.0, 36.0], shoonya_1sOHJ0EOU8OK8Y, 5743854]
[paragraph, [198.0, 1460.0, 933.0, 36.0], shoonya_1sOHJ0EOU8OK8Y, 5743854]
[paragraph, [198.0, 1496.0, 933.0, 36.0], shoonya_1sOHJ0EOU8OK8Y, 5743854]
[paragraph, [198.0, 1532.0, 933.0, 36.0], shoonya_1sOHJ0EOU8OK8Y, 5743854]
