[1625, 1211]
[headline, [249.0, 84.0, 752.0, 37.5], shoonya_0sUHO28LBWD677, 5742204]
[paragraph, [426.0, 163.0, 355.0, 36.0], x3ig8iArvh, 5742204]
[paragraph, [426.0, 199.0, 355.0, 36.0], x3ig8iArvh, 5742204]
[paragraph, [426.0, 235.0, 355.0, 36.0], x3ig8iArvh, 5742204]
[paragraph, [426.0, 271.0, 355.0, 36.0], x3ig8iArvh, 5742204]
[paragraph, [426.0, 307.0, 355.0, 36.0], x3ig8iArvh, 5742204]
[paragraph, [72.0, 164.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 200.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 236.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 272.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 308.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 344.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 380.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 416.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 452.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 488.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 524.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 560.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 596.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 632.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 668.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 704.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [72.0, 740.0, 343.0, 36.0], shoonya_6sA60CD0U5IKT6, 5742204]
[paragraph, [793.0, 164.0, 338.0, 36.0], RrFNt-D_N9, 5742204]
[paragraph, [793.0, 200.0, 338.0, 36.0], RrFNt-D_N9, 5742204]
[paragraph, [793.0, 236.0, 338.0, 36.0], RrFNt-D_N9, 5742204]
[paragraph, [793.0, 272.0, 338.0, 36.0], RrFNt-D_N9, 5742204]
[paragraph, [793.0, 308.0, 338.0, 36.0], RrFNt-D_N9, 5742204]
[paragraph, [793.0, 344.0, 338.0, 36.0], RrFNt-D_N9, 5742204]
[paragraph, [793.0, 380.0, 338.0, 36.0], RrFNt-D_N9, 5742204]
[paragraph, [432.0, 353.0, 338.0, 36.0], -Vzv5UqQaI, 5742204]
[paragraph, [432.0, 389.0, 338.0, 36.0], -Vzv5UqQaI, 5742204]
[paragraph, [432.0, 425.0, 338.0, 36.0], -Vzv5UqQaI, 5742204]
[paragraph, [432.0, 461.0, 338.0, 36.0], -Vzv5UqQaI, 5742204]
[paragraph, [432.0, 497.0, 338.0, 36.0], -Vzv5UqQaI, 5742204]
[paragraph, [432.0, 533.0, 338.0, 36.0], -Vzv5UqQaI, 5742204]
[paragraph, [432.0, 569.0, 338.0, 36.0], -Vzv5UqQaI, 5742204]
[paragraph, [783.0, 424.0, 348.0, 36.0], iDNh43saOd, 5742204]
[paragraph, [783.0, 460.0, 348.0, 36.0], iDNh43saOd, 5742204]
[paragraph, [783.0, 496.0, 348.0, 36.0], iDNh43saOd, 5742204]
[paragraph, [783.0, 532.0, 348.0, 36.0], iDNh43saOd, 5742204]
[paragraph, [783.0, 568.0, 348.0, 36.0], iDNh43saOd, 5742204]
[paragraph, [783.0, 604.0, 348.0, 36.0], iDNh43saOd, 5742204]
[paragraph, [783.0, 640.0, 348.0, 36.0], iDNh43saOd, 5742204]
[paragraph, [783.0, 676.0, 348.0, 36.0], iDNh43saOd, 5742204]
[paragraph, [783.0, 712.0, 348.0, 36.0], iDNh43saOd, 5742204]
[paragraph, [432.0, 642.0, 340.0, 36.0], nBvEAuqqlf, 5742204]
[paragraph, [432.0, 678.0, 340.0, 36.0], nBvEAuqqlf, 5742204]
[paragraph, [432.0, 714.0, 340.0, 36.0], nBvEAuqqlf, 5742204]
[paragraph, [432.0, 750.0, 340.0, 36.0], nBvEAuqqlf, 5742204]
[paragraph, [432.0, 786.0, 340.0, 36.0], nBvEAuqqlf, 5742204]
[paragraph, [787.0, 789.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 825.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 861.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 897.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 933.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 969.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 1005.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 1041.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 1077.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 1113.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 1149.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 1185.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [787.0, 1221.0, 357.0, 36.0], XcH0M8E0dA, 5742204]
[paragraph, [68.0, 801.0, 355.0, 36.0], 31EVmK8A4Q, 5742204]
[paragraph, [68.0, 837.0, 355.0, 36.0], 31EVmK8A4Q, 5742204]
[paragraph, [68.0, 873.0, 355.0, 36.0], 31EVmK8A4Q, 5742204]
[paragraph, [68.0, 909.0, 355.0, 36.0], 31EVmK8A4Q, 5742204]
[paragraph, [68.0, 945.0, 355.0, 36.0], 31EVmK8A4Q, 5742204]
[paragraph, [68.0, 981.0, 355.0, 36.0], 31EVmK8A4Q, 5742204]
[paragraph, [68.0, 1017.0, 355.0, 36.0], 31EVmK8A4Q, 5742204]
[paragraph, [68.0, 1053.0, 355.0, 36.0], 31EVmK8A4Q, 5742204]
[paragraph, [68.0, 1089.0, 355.0, 36.0], 31EVmK8A4Q, 5742204]
[paragraph, [433.0, 833.0, 337.0, 36.0], pvnuiurM_8, 5742204]
[paragraph, [433.0, 869.0, 337.0, 36.0], pvnuiurM_8, 5742204]
[paragraph, [433.0, 905.0, 337.0, 36.0], pvnuiurM_8, 5742204]
[paragraph, [433.0, 941.0, 337.0, 36.0], pvnuiurM_8, 5742204]
[paragraph, [433.0, 977.0, 337.0, 36.0], pvnuiurM_8, 5742204]
[paragraph, [433.0, 1013.0, 337.0, 36.0], pvnuiurM_8, 5742204]
[paragraph, [433.0, 1049.0, 337.0, 36.0], pvnuiurM_8, 5742204]
[paragraph, [433.0, 1085.0, 337.0, 36.0], pvnuiurM_8, 5742204]
[paragraph, [428.0, 1140.0, 342.0, 36.0], 96p4TOMFWP, 5742204]
[paragraph, [428.0, 1176.0, 342.0, 36.0], 96p4TOMFWP, 5742204]
[paragraph, [428.0, 1212.0, 342.0, 36.0], 96p4TOMFWP, 5742204]
[paragraph, [428.0, 1248.0, 342.0, 36.0], 96p4TOMFWP, 5742204]
[paragraph, [428.0, 1284.0, 342.0, 36.0], 96p4TOMFWP, 5742204]
[paragraph, [428.0, 1320.0, 342.0, 36.0], 96p4TOMFWP, 5742204]
[paragraph, [428.0, 1356.0, 342.0, 36.0], 96p4TOMFWP, 5742204]
[paragraph, [428.0, 1392.0, 342.0, 36.0], 96p4TOMFWP, 5742204]
[paragraph, [428.0, 1428.0, 342.0, 36.0], 96p4TOMFWP, 5742204]
[paragraph, [57.0, 1147.0, 362.0, 36.0], 3ATiNWqB4M, 5742204]
