[1754, 1241]
[section-title, [341.0, 190.0, 522.0, 49.5], 9soAfP7Utp, 5761817]
[paragraph, [176.0, 327.0, 864.0, 36.0], 6qpQ7J_akE, 5761817]
[paragraph, [176.0, 363.0, 864.0, 36.0], 6qpQ7J_akE, 5761817]
[paragraph, [176.0, 399.0, 864.0, 36.0], 6qpQ7J_akE, 5761817]
[paragraph, [176.0, 435.0, 864.0, 36.0], 6qpQ7J_akE, 5761817]
[paragraph, [176.0, 471.0, 864.0, 36.0], 6qpQ7J_akE, 5761817]
[paragraph, [184.0, 521.0, 786.0, 36.0], HB31wGTfLJ, 5761817]
[paragraph, [184.0, 557.0, 786.0, 36.0], HB31wGTfLJ, 5761817]
[paragraph, [184.0, 593.0, 786.0, 36.0], HB31wGTfLJ, 5761817]
[paragraph, [184.0, 629.0, 786.0, 36.0], HB31wGTfLJ, 5761817]
[paragraph, [184.0, 665.0, 786.0, 36.0], HB31wGTfLJ, 5761817]
[paragraph, [186.0, 705.0, 772.0, 36.0], shoonya_0sA0LRUOQAR5RH, 5761817]
[paragraph, [186.0, 741.0, 772.0, 36.0], shoonya_0sA0LRUOQAR5RH, 5761817]
[paragraph, [186.0, 777.0, 772.0, 36.0], shoonya_0sA0LRUOQAR5RH, 5761817]
[paragraph, [186.0, 813.0, 772.0, 36.0], shoonya_0sA0LRUOQAR5RH, 5761817]
[paragraph, [186.0, 849.0, 772.0, 36.0], shoonya_0sA0LRUOQAR5RH, 5761817]
[paragraph, [186.0, 885.0, 772.0, 36.0], shoonya_0sA0LRUOQAR5RH, 5761817]
[paragraph, [180.0, 974.0, 849.0, 36.0], shoonya_2sSXQE0575E6B7, 5761817]
[paragraph, [180.0, 1010.0, 849.0, 36.0], shoonya_2sSXQE0575E6B7, 5761817]
[paragraph, [180.0, 1046.0, 849.0, 36.0], shoonya_2sSXQE0575E6B7, 5761817]
[paragraph, [180.0, 1082.0, 849.0, 36.0], shoonya_2sSXQE0575E6B7, 5761817]
[ordered-list, [245.0, 1126.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1162.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1198.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1234.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1270.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1306.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1342.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1378.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1414.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1450.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1486.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
[ordered-list, [245.0, 1522.0, 359.0, 36.0], shoonya_1s5D3U3SNJDCKX, 5761817]
