[4767, 3325]
[sub-section-title, [940.0, 1056.0, 1202.0, 73.5], UNXjAQfuEk, 5710086]
[sub-section-title, [940.0, 1129.5, 1202.0, 73.5], UNXjAQfuEk, 5710086]
[sub-section-title, [940.0, 1203.0, 1202.0, 73.5], UNXjAQfuEk, 5710086]
[paragraph, [303.0, 1326.0, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1378.5, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1431.0, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1483.5, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1536.0, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1588.5, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1641.0, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1693.5, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1746.0, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1798.5, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1851.0, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1903.5, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 1956.0, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 2008.5, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 2061.0, 2446.0, 52.5], QLZYiRkM77, 5710086]
[paragraph, [303.0, 2133.0, 2442.0, 52.5], cRjlKCtgiO, 5710086]
[paragraph, [303.0, 2185.5, 2442.0, 52.5], cRjlKCtgiO, 5710086]
[paragraph, [303.0, 2238.0, 2442.0, 52.5], cRjlKCtgiO, 5710086]
[paragraph, [303.0, 2290.5, 2442.0, 52.5], cRjlKCtgiO, 5710086]
[paragraph, [545.0, 2358.0, 2101.0, 52.5], 5Agf4C6cts, 5710086]
[paragraph, [545.0, 2410.5, 2101.0, 52.5], 5Agf4C6cts, 5710086]
[paragraph, [545.0, 2463.0, 2101.0, 52.5], 5Agf4C6cts, 5710086]
[paragraph, [545.0, 2515.5, 2101.0, 52.5], 5Agf4C6cts, 5710086]
[paragraph, [545.0, 2568.0, 2101.0, 52.5], 5Agf4C6cts, 5710086]
[paragraph, [545.0, 2620.5, 2101.0, 52.5], 5Agf4C6cts, 5710086]
[paragraph, [545.0, 2673.0, 2101.0, 52.5], 5Agf4C6cts, 5710086]
[paragraph, [545.0, 2745.0, 1581.0, 52.5], 6P9ZELpHeD, 5710086]
[paragraph, [545.0, 2797.5, 1581.0, 52.5], 6P9ZELpHeD, 5710086]
[paragraph, [324.0, 2866.0, 2334.0, 52.5], 94HpOvXyt5, 5710086]
[paragraph, [324.0, 2918.5, 2334.0, 52.5], 94HpOvXyt5, 5710086]
[paragraph, [324.0, 2971.0, 2334.0, 52.5], 94HpOvXyt5, 5710086]
[paragraph, [324.0, 3023.5, 2334.0, 52.5], 94HpOvXyt5, 5710086]
[paragraph, [328.0, 3094.0, 2347.0, 52.5], KemH60a91h, 5710086]
[paragraph, [328.0, 3146.5, 2347.0, 52.5], KemH60a91h, 5710086]
[paragraph, [328.0, 3199.0, 2347.0, 52.5], KemH60a91h, 5710086]
[paragraph, [328.0, 3251.5, 2347.0, 52.5], KemH60a91h, 5710086]
[paragraph, [316.0, 3344.0, 2351.0, 52.5], idmPcPYuu5, 5710086]
[paragraph, [316.0, 3396.5, 2351.0, 52.5], idmPcPYuu5, 5710086]
[paragraph, [316.0, 3449.0, 2351.0, 52.5], idmPcPYuu5, 5710086]
[paragraph, [316.0, 3501.5, 2351.0, 52.5], idmPcPYuu5, 5710086]
[paragraph, [316.0, 3554.0, 2351.0, 52.5], idmPcPYuu5, 5710086]
[paragraph, [316.0, 3606.5, 2351.0, 52.5], idmPcPYuu5, 5710086]
[paragraph, [316.0, 3659.0, 2351.0, 52.5], idmPcPYuu5, 5710086]
[paragraph, [316.0, 3711.5, 2351.0, 52.5], idmPcPYuu5, 5710086]
[paragraph, [316.0, 3764.0, 2351.0, 52.5], idmPcPYuu5, 5710086]
[paragraph, [491.0, 3814.0, 990.0, 52.5], PsgtTcQ0Oz, 5710086]
[paragraph, [491.0, 3866.5, 990.0, 52.5], PsgtTcQ0Oz, 5710086]
[paragraph, [491.0, 3919.0, 990.0, 52.5], PsgtTcQ0Oz, 5710086]
[paragraph, [491.0, 3971.5, 990.0, 52.5], PsgtTcQ0Oz, 5710086]
[paragraph, [491.0, 4024.0, 990.0, 52.5], PsgtTcQ0Oz, 5710086]
[paragraph, [491.0, 4076.5, 990.0, 52.5], PsgtTcQ0Oz, 5710086]
[paragraph, [491.0, 4129.0, 990.0, 52.5], PsgtTcQ0Oz, 5710086]
