[1625, 1211]
[headline, [80.0, 88.0, 1060.0, 37.5], shoonya_3sXA0C3Y5UHXWJ, 5742026]
[paragraph, [75.0, 152.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 188.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 224.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 260.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 296.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 332.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 368.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 404.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 440.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 476.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 512.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 548.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [75.0, 584.0, 346.0, 36.0], rzdGv8EB3B, 5742026]
[paragraph, [438.0, 163.0, 337.0, 36.0], shoonya_2sWWLOI1IVL6AA, 5742026]
[paragraph, [438.0, 199.0, 337.0, 36.0], shoonya_2sWWLOI1IVL6AA, 5742026]
[paragraph, [438.0, 235.0, 337.0, 36.0], shoonya_2sWWLOI1IVL6AA, 5742026]
[paragraph, [438.0, 271.0, 337.0, 36.0], shoonya_2sWWLOI1IVL6AA, 5742026]
[paragraph, [438.0, 307.0, 337.0, 36.0], shoonya_2sWWLOI1IVL6AA, 5742026]
[paragraph, [438.0, 343.0, 337.0, 36.0], shoonya_2sWWLOI1IVL6AA, 5742026]
[paragraph, [438.0, 379.0, 337.0, 36.0], shoonya_2sWWLOI1IVL6AA, 5742026]
[paragraph, [797.0, 167.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 203.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 239.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 275.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 311.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 347.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 383.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 419.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 455.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 491.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 527.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 563.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [797.0, 599.0, 337.0, 36.0], shoonya_0sUW40HC7F49TM, 5742026]
[paragraph, [427.0, 447.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [427.0, 483.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [427.0, 519.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
