[1240, 1755]
[sidebar, [671.0, 142.0, 94.0, 18.0], RtxgxyAQuB, 5729747]
[second-level-question, [1031.0, 142.0, 583.0, 18.0], ahIId87qLQ, 5729747]
[second-level-question, [1031.0, 160.0, 583.0, 18.0], ahIId87qLQ, 5729747]
[second-level-question, [1031.0, 178.0, 583.0, 18.0], ahIId87qLQ, 5729747]
[second-level-question, [1031.0, 196.0, 583.0, 18.0], ahIId87qLQ, 5729747]
[second-level-question, [188.0, 182.0, 254.0, 18.0], awKEdW-t5n, 5729747]
[second-level-question, [188.0, 200.0, 254.0, 18.0], awKEdW-t5n, 5729747]
[second-level-question, [1033.0, 219.0, 585.0, 18.0], yGS6BMDeDk, 5729747]
[second-level-question, [1033.0, 237.0, 585.0, 18.0], yGS6BMDeDk, 5729747]
[second-level-question, [1033.0, 255.0, 585.0, 18.0], yGS6BMDeDk, 5729747]
[second-level-question, [1033.0, 273.0, 585.0, 18.0], yGS6BMDeDk, 5729747]
[second-level-question, [1033.0, 291.0, 585.0, 18.0], yGS6BMDeDk, 5729747]
[second-level-question, [186.0, 226.0, 171.0, 18.0], 6Oqe5f5gb3, 5729747]
[second-level-question, [175.0, 261.0, 291.0, 18.0], MvqQo4QrzF, 5729747]
[second-level-question, [175.0, 279.0, 291.0, 18.0], MvqQo4QrzF, 5729747]
[second-level-question, [177.0, 307.0, 236.0, 18.0], 3RSfDEpDUV, 5729747]
[second-level-question, [177.0, 325.0, 236.0, 18.0], 3RSfDEpDUV, 5729747]
[second-level-question, [184.0, 355.0, 162.0, 18.0], bJXzifbBF5, 5729747]
[sidebar, [1507.0, 384.0, 105.0, 18.0], tRIy-AOwJS, 5729747]
[second-level-question, [1026.0, 432.0, 592.0, 18.0], ZGEXDZigAH, 5729747]
[second-level-question, [1026.0, 450.0, 592.0, 18.0], ZGEXDZigAH, 5729747]
[second-level-question, [1026.0, 468.0, 592.0, 18.0], ZGEXDZigAH, 5729747]
[second-level-question, [1026.0, 486.0, 592.0, 18.0], ZGEXDZigAH, 5729747]
[second-level-question, [1026.0, 504.0, 592.0, 18.0], ZGEXDZigAH, 5729747]
[second-level-question, [1026.0, 522.0, 592.0, 18.0], ZGEXDZigAH, 5729747]
[sidebar, [669.0, 443.0, 92.0, 18.0], mDqdkPsuAc, 5729747]
[second-level-question, [177.0, 487.0, 594.0, 18.0], ZT57pzOTkx, 5729747]
[second-level-question, [177.0, 505.0, 594.0, 18.0], ZT57pzOTkx, 5729747]
[second-level-question, [177.0, 523.0, 594.0, 18.0], ZT57pzOTkx, 5729747]
[second-level-question, [1028.0, 544.0, 592.0, 18.0], K-ToV0lib0, 5729747]
[second-level-question, [1028.0, 562.0, 592.0, 18.0], K-ToV0lib0, 5729747]
[second-level-question, [1028.0, 580.0, 592.0, 18.0], K-ToV0lib0, 5729747]
[second-level-question, [1028.0, 598.0, 592.0, 18.0], K-ToV0lib0, 5729747]
[second-level-question, [182.0, 559.0, 590.0, 18.0], CJ_beJcUP4, 5729747]
[second-level-question, [182.0, 577.0, 590.0, 18.0], CJ_beJcUP4, 5729747]
[second-level-question, [182.0, 595.0, 590.0, 18.0], CJ_beJcUP4, 5729747]
[second-level-question, [182.0, 613.0, 590.0, 18.0], CJ_beJcUP4, 5729747]
[second-level-question, [1031.0, 621.0, 587.0, 18.0], B5SGN4RHEx, 5729747]
[second-level-question, [1031.0, 639.0, 587.0, 18.0], B5SGN4RHEx, 5729747]
[second-level-question, [1031.0, 657.0, 587.0, 18.0], B5SGN4RHEx, 5729747]
[second-level-question, [1031.0, 675.0, 587.0, 18.0], B5SGN4RHEx, 5729747]
[second-level-question, [1031.0, 693.0, 587.0, 18.0], B5SGN4RHEx, 5729747]
[second-level-question, [1031.0, 711.0, 587.0, 18.0], B5SGN4RHEx, 5729747]
[second-level-question, [1031.0, 729.0, 587.0, 18.0], B5SGN4RHEx, 5729747]
[second-level-question, [1031.0, 747.0, 587.0, 18.0], B5SGN4RHEx, 5729747]
[second-level-question, [184.0, 636.0, 587.0, 18.0], dh70tM4ZfR, 5729747]
[second-level-question, [184.0, 654.0, 587.0, 18.0], dh70tM4ZfR, 5729747]
[second-level-question, [184.0, 672.0, 587.0, 18.0], dh70tM4ZfR, 5729747]
[second-level-question, [184.0, 690.0, 587.0, 18.0], dh70tM4ZfR, 5729747]
[second-level-question, [184.0, 708.0, 587.0, 18.0], dh70tM4ZfR, 5729747]
[second-level-question, [177.0, 739.0, 603.0, 18.0], C37kuC0uyO, 5729747]
[second-level-question, [177.0, 757.0, 603.0, 18.0], C37kuC0uyO, 5729747]
[second-level-question, [177.0, 775.0, 603.0, 18.0], C37kuC0uyO, 5729747]
[second-level-question, [177.0, 793.0, 603.0, 18.0], C37kuC0uyO, 5729747]
[second-level-question, [177.0, 811.0, 603.0, 18.0], C37kuC0uyO, 5729747]
[second-level-question, [177.0, 829.0, 603.0, 18.0], C37kuC0uyO, 5729747]
[second-level-question, [182.0, 855.0, 596.0, 18.0], 44F0xyYsux, 5729747]
[second-level-question, [182.0, 873.0, 596.0, 18.0], 44F0xyYsux, 5729747]
[second-level-question, [182.0, 891.0, 596.0, 18.0], 44F0xyYsux, 5729747]
