[2200, 1700]
[paragraph, [315.0, 82.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 118.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 154.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 190.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 226.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 262.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 298.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 334.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 370.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 406.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 442.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 478.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 514.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 550.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 586.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 622.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 658.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 694.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 730.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 766.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 802.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 838.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 874.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [315.0, 910.0, 1124.0, 36.0], shoonya_1sEVEW4JR2V104, 5731600]
[paragraph, [327.0, 957.0, 1099.0, 36.0], shoonya_2s12WLEJC1O44D, 5731600]
[paragraph, [327.0, 993.0, 1099.0, 36.0], shoonya_2s12WLEJC1O44D, 5731600]
[paragraph, [327.0, 1029.0, 1099.0, 36.0], shoonya_2s12WLEJC1O44D, 5731600]
[paragraph, [327.0, 1065.0, 1099.0, 36.0], shoonya_2s12WLEJC1O44D, 5731600]
[paragraph, [312.0, 1147.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1183.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1219.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1255.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1291.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1327.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1363.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1399.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1435.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1471.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1507.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1543.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1579.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1615.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1651.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1687.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1723.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [312.0, 1759.0, 1130.0, 36.0], shoonya_0sWEMASR7UDOCE, 5731600]
[paragraph, [315.0, 1836.0, 1092.0, 36.0], shoonya_3s867BQE864DZ4, 5731600]
[paragraph, [315.0, 1872.0, 1092.0, 36.0], shoonya_3s867BQE864DZ4, 5731600]
[paragraph, [315.0, 1908.0, 1092.0, 36.0], shoonya_3s867BQE864DZ4, 5731600]
[folio, [963.0, 2030.0, 360.0, 36.0], fP2D19aIyG, 5731600]
