[2337, 1642]
[headline, [716.0, 160.0, 222.0, 67.5], shoonya_0sEVUTCLS11HZ2, 5752770]
[paragraph, [139.0, 416.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 452.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 488.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 524.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 560.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 596.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 632.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 668.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 704.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 740.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 776.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 812.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 848.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 884.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 920.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [139.0, 956.0, 1358.0, 36.0], k-UbRqxThz, 5752770]
[paragraph, [141.0, 1064.0, 1344.0, 36.0], MOxFqUeZ3w, 5752770]
[paragraph, [141.0, 1100.0, 1344.0, 36.0], MOxFqUeZ3w, 5752770]
[paragraph, [141.0, 1136.0, 1344.0, 36.0], MOxFqUeZ3w, 5752770]
[paragraph, [141.0, 1172.0, 1344.0, 36.0], MOxFqUeZ3w, 5752770]
[paragraph, [141.0, 1270.0, 1354.0, 36.0], ipLtNRyiyA, 5752770]
[paragraph, [141.0, 1306.0, 1354.0, 36.0], ipLtNRyiyA, 5752770]
[paragraph, [141.0, 1342.0, 1354.0, 36.0], ipLtNRyiyA, 5752770]
[paragraph, [141.0, 1378.0, 1354.0, 36.0], ipLtNRyiyA, 5752770]
[paragraph, [141.0, 1414.0, 1354.0, 36.0], ipLtNRyiyA, 5752770]
[paragraph, [141.0, 1450.0, 1354.0, 36.0], ipLtNRyiyA, 5752770]
[paragraph, [153.0, 1547.0, 1338.0, 36.0], xd4R_mKy9a, 5752770]
[paragraph, [153.0, 1583.0, 1338.0, 36.0], xd4R_mKy9a, 5752770]
[paragraph, [153.0, 1619.0, 1338.0, 36.0], xd4R_mKy9a, 5752770]
[paragraph, [153.0, 1655.0, 1338.0, 36.0], xd4R_mKy9a, 5752770]
[paragraph, [153.0, 1758.0, 1344.0, 36.0], HjKR2CTqM-, 5752770]
[paragraph, [153.0, 1794.0, 1344.0, 36.0], HjKR2CTqM-, 5752770]
[paragraph, [153.0, 1830.0, 1344.0, 36.0], HjKR2CTqM-, 5752770]
[paragraph, [153.0, 1866.0, 1344.0, 36.0], HjKR2CTqM-, 5752770]
[website-link, [558.0, 2250.0, 531.0, 18.0], FJR5n2XsAv, 5752770]
[website-link, [558.0, 2268.0, 531.0, 18.0], FJR5n2XsAv, 5752770]
[website-link, [558.0, 2286.0, 531.0, 18.0], FJR5n2XsAv, 5752770]
[website-link, [558.0, 2304.0, 531.0, 18.0], FJR5n2XsAv, 5752770]
