[2337, 1663]
[paragraph, [345.0, 202.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [345.0, 238.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [345.0, 274.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [345.0, 310.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [345.0, 346.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [345.0, 382.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [345.0, 418.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [345.0, 454.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [345.0, 490.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [345.0, 526.0, 1181.0, 36.0], shoonya_1sEVRL310OCD7B, 5733653]
[paragraph, [347.0, 616.0, 1178.0, 36.0], shoonya_2s755RSAUOMAIQ, 5733653]
[paragraph, [347.0, 652.0, 1178.0, 36.0], shoonya_2s755RSAUOMAIQ, 5733653]
[paragraph, [347.0, 688.0, 1178.0, 36.0], shoonya_2s755RSAUOMAIQ, 5733653]
[paragraph, [347.0, 724.0, 1178.0, 36.0], shoonya_2s755RSAUOMAIQ, 5733653]
[paragraph, [347.0, 760.0, 1178.0, 36.0], shoonya_2s755RSAUOMAIQ, 5733653]
[paragraph, [347.0, 796.0, 1178.0, 36.0], shoonya_2s755RSAUOMAIQ, 5733653]
[paragraph, [347.0, 832.0, 1178.0, 36.0], shoonya_2s755RSAUOMAIQ, 5733653]
[paragraph, [347.0, 868.0, 1178.0, 36.0], shoonya_2s755RSAUOMAIQ, 5733653]
[paragraph, [340.0, 969.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1005.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1041.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1077.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1113.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1149.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1185.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1221.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1257.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1293.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1329.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [340.0, 1365.0, 1180.0, 36.0], shoonya_0s5J2Y8068PDXZ, 5733653]
[paragraph, [334.0, 1448.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[paragraph, [334.0, 1484.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[paragraph, [334.0, 1520.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[paragraph, [334.0, 1556.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[paragraph, [334.0, 1592.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[paragraph, [334.0, 1628.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[paragraph, [334.0, 1664.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[paragraph, [334.0, 1700.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[paragraph, [334.0, 1736.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[paragraph, [334.0, 1772.0, 1184.0, 36.0], shoonya_4sV3JMH63HXJN7, 5733653]
[unordered-list, [322.0, 1869.0, 497.0, 36.0], shoonya_5sMEU81L9MKKDX, 5733653]
[unordered-list, [322.0, 1905.0, 497.0, 36.0], shoonya_5sMEU81L9MKKDX, 5733653]
[unordered-list, [322.0, 1941.0, 497.0, 36.0], shoonya_5sMEU81L9MKKDX, 5733653]
