[1275, 1650]
[section-title, [99.0, 97.0, 371.0, 30.0], shoonya_3s79OUA1BH73MR, 6473866]
[section-title, [99.0, 127.0, 371.0, 30.0], shoonya_3s79OUA1BH73MR, 6473866]
[section-title, [99.0, 157.0, 371.0, 30.0], shoonya_3s79OUA1BH73MR, 6473866]
[section-title, [580.0, 97.0, 311.0, 30.0], shoonya_4sQ1G4QJFZ109M, 6473866]
[unordered-list, [1140.0, 98.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 116.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 134.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 152.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 170.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 188.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 206.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 224.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 242.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 260.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 278.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 296.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 314.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 332.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 350.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [1140.0, 368.0, 472.0, 18.0], 5-zCl5awue, 6473866]
[unordered-list, [586.0, 151.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 169.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 187.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 205.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 223.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 241.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 259.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 277.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 295.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 313.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 331.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 349.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 367.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 385.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 403.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 421.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 439.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[unordered-list, [586.0, 457.0, 476.0, 18.0], shoonya_7sEEWGXB6XEMU8, 6473866]
[paragraph, [45.0, 206.0, 466.0, 18.0], shoonya_5s0N9DUFLBGGF5, 6473866]
[paragraph, [45.0, 224.0, 466.0, 18.0], shoonya_5s0N9DUFLBGGF5, 6473866]
[paragraph, [45.0, 242.0, 466.0, 18.0], shoonya_5s0N9DUFLBGGF5, 6473866]
[paragraph, [45.0, 260.0, 466.0, 18.0], shoonya_5s0N9DUFLBGGF5, 6473866]
[paragraph, [45.0, 278.0, 466.0, 18.0], shoonya_5s0N9DUFLBGGF5, 6473866]
[paragraph, [45.0, 296.0, 466.0, 18.0], shoonya_5s0N9DUFLBGGF5, 6473866]
[unordered-list, [42.0, 327.0, 475.0, 18.0], shoonya_6sJ7IQIOGW05I9, 6473866]
[unordered-list, [42.0, 345.0, 475.0, 18.0], shoonya_6sJ7IQIOGW05I9, 6473866]
