[842, 595]
[paragraph, [73.0, 82.0, 402.0, 18.0], Jbz8HcV6My, 6459402]
[paragraph, [73.0, 100.0, 402.0, 18.0], Jbz8HcV6My, 6459402]
[paragraph, [73.0, 118.0, 402.0, 18.0], Jbz8HcV6My, 6459402]
[paragraph, [73.0, 136.0, 402.0, 18.0], Jbz8HcV6My, 6459402]
[paragraph, [155.0, 161.0, 247.0, 18.0], shoonya_1s06HZIQQ4ICI6, 6459402]
[paragraph, [155.0, 179.0, 247.0, 18.0], shoonya_1s06HZIQQ4ICI6, 6459402]
[paragraph, [155.0, 197.0, 247.0, 18.0], shoonya_1s06HZIQQ4ICI6, 6459402]
[paragraph, [155.0, 215.0, 247.0, 18.0], shoonya_1s06HZIQQ4ICI6, 6459402]
[paragraph, [85.0, 225.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 243.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 261.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 279.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 297.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 315.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 333.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 351.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 369.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 387.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 405.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [85.0, 423.0, 386.0, 18.0], 8OyhZtxN36, 6459402]
[paragraph, [83.0, 455.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 473.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 491.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 509.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 527.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 545.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 563.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 581.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 599.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 617.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 635.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 653.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 671.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 689.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[paragraph, [83.0, 707.0, 398.0, 18.0], shoonya_0sXHCSKI0T7ZHX, 6459402]
[folio, [476.0, 801.0, 107.0, 18.0], E408SjKuw2, 6459402]
