[1350, 900]
[contact-info, [488.0, 152.0, 237.0, 18.0], 3FaoZYybIl, 5759788]
[contact-info, [488.0, 170.0, 237.0, 18.0], 3FaoZYybIl, 5759788]
[contact-info, [488.0, 188.0, 237.0, 18.0], 3FaoZYybIl, 5759788]
[contact-info, [488.0, 206.0, 237.0, 18.0], 3FaoZYybIl, 5759788]
[contact-info, [488.0, 224.0, 237.0, 18.0], 3FaoZYybIl, 5759788]
[author, [156.0, 163.0, 193.0, 18.0], RiYDo2zMOE, 5759788]
[author, [156.0, 181.0, 193.0, 18.0], RiYDo2zMOE, 5759788]
[author, [156.0, 199.0, 193.0, 18.0], RiYDo2zMOE, 5759788]
[paragraph, [163.0, 325.0, 558.0, 18.0], shoonya_7sN5K08CV3R96J, 5759788]
[paragraph, [163.0, 343.0, 558.0, 18.0], shoonya_7sN5K08CV3R96J, 5759788]
[paragraph, [163.0, 361.0, 558.0, 18.0], shoonya_7sN5K08CV3R96J, 5759788]
[paragraph, [156.0, 409.0, 564.0, 18.0], shoonya_0s5AWL9XC6FRWH, 5759788]
[paragraph, [156.0, 427.0, 564.0, 18.0], shoonya_0s5AWL9XC6FRWH, 5759788]
[paragraph, [156.0, 445.0, 564.0, 18.0], shoonya_0s5AWL9XC6FRWH, 5759788]
[paragraph, [156.0, 463.0, 564.0, 18.0], shoonya_0s5AWL9XC6FRWH, 5759788]
[paragraph, [156.0, 481.0, 564.0, 18.0], shoonya_0s5AWL9XC6FRWH, 5759788]
[paragraph, [156.0, 499.0, 564.0, 18.0], shoonya_0s5AWL9XC6FRWH, 5759788]
[paragraph, [152.0, 552.0, 568.0, 18.0], shoonya_3sKSI5HZXJIOPD, 5759788]
[paragraph, [152.0, 570.0, 568.0, 18.0], shoonya_3sKSI5HZXJIOPD, 5759788]
[paragraph, [152.0, 588.0, 568.0, 18.0], shoonya_3sKSI5HZXJIOPD, 5759788]
[paragraph, [152.0, 606.0, 568.0, 18.0], shoonya_3sKSI5HZXJIOPD, 5759788]
[paragraph, [152.0, 624.0, 568.0, 18.0], shoonya_3sKSI5HZXJIOPD, 5759788]
[paragraph, [157.0, 661.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 679.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 697.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 715.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 733.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 751.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 769.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 787.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 805.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 823.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 841.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 859.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 877.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 895.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [157.0, 913.0, 560.0, 18.0], shoonya_2sX5RKZNM4X4VH, 5759788]
[paragraph, [154.0, 961.0, 571.0, 18.0], shoonya_6sOCIUDH1LW7T5, 5759788]
[paragraph, [154.0, 979.0, 571.0, 18.0], shoonya_6sOCIUDH1LW7T5, 5759788]
[paragraph, [154.0, 997.0, 571.0, 18.0], shoonya_6sOCIUDH1LW7T5, 5759788]
[author, [481.0, 1052.0, 241.0, 18.0], PJuDLVXAvs, 5759788]
[author, [481.0, 1070.0, 241.0, 18.0], PJuDLVXAvs, 5759788]
[author, [481.0, 1088.0, 241.0, 18.0], PJuDLVXAvs, 5759788]
