[1754, 1241]
[sub-section-title, [449.0, 271.0, 336.0, 36.0], ldFUZm2-Va, 5718496]
[folio, [311.0, 322.0, 614.0, 36.0], Pn3xGtDURI, 5718496]
[paragraph, [98.0, 522.0, 1046.0, 36.0], shoonya_1s7R0TOVH3H0GA, 5718496]
[paragraph, [98.0, 558.0, 1046.0, 36.0], shoonya_1s7R0TOVH3H0GA, 5718496]
[paragraph, [98.0, 594.0, 1046.0, 36.0], shoonya_1s7R0TOVH3H0GA, 5718496]
[paragraph, [100.0, 674.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 710.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 746.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 782.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 818.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 854.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 890.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 926.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 962.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 998.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [100.0, 1034.0, 1040.0, 36.0], shoonya_0sK4EIP63Q2OOB, 5718496]
[paragraph, [97.0, 1134.0, 1038.0, 36.0], shoonya_2sVOSV6GGIPHEZ, 5718496]
[paragraph, [97.0, 1170.0, 1038.0, 36.0], shoonya_2sVOSV6GGIPHEZ, 5718496]
[paragraph, [97.0, 1206.0, 1038.0, 36.0], shoonya_2sVOSV6GGIPHEZ, 5718496]
[paragraph, [97.0, 1242.0, 1038.0, 36.0], shoonya_2sVOSV6GGIPHEZ, 5718496]
[paragraph, [97.0, 1278.0, 1038.0, 36.0], shoonya_2sVOSV6GGIPHEZ, 5718496]
[paragraph, [97.0, 1314.0, 1038.0, 36.0], shoonya_2sVOSV6GGIPHEZ, 5718496]
[paragraph, [99.0, 1376.0, 1039.0, 36.0], shoonya_3sX34WLDG58JSD, 5718496]
[paragraph, [99.0, 1412.0, 1039.0, 36.0], shoonya_3sX34WLDG58JSD, 5718496]
[paragraph, [99.0, 1448.0, 1039.0, 36.0], shoonya_3sX34WLDG58JSD, 5718496]
