[2806, 1983]
[paragraph, [224.0, 222.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 268.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 315.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 361.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 408.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 454.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 501.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 547.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 594.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 640.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 687.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 733.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 780.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 826.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 873.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 919.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 966.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 1012.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 1059.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 1105.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 1152.0, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [224.0, 1198.5, 1549.0, 46.5], shoonya_0sLJNTRYYJAGER, 5682367]
[paragraph, [220.0, 1383.0, 1546.0, 46.5], EydyDYJNZm, 5682367]
[paragraph, [220.0, 1429.5, 1546.0, 46.5], EydyDYJNZm, 5682367]
[paragraph, [220.0, 1476.0, 1546.0, 46.5], EydyDYJNZm, 5682367]
[paragraph, [220.0, 1522.5, 1546.0, 46.5], EydyDYJNZm, 5682367]
[paragraph, [220.0, 1569.0, 1546.0, 46.5], EydyDYJNZm, 5682367]
[paragraph, [220.0, 1615.5, 1546.0, 46.5], EydyDYJNZm, 5682367]
[paragraph, [220.0, 1662.0, 1546.0, 46.5], EydyDYJNZm, 5682367]
[paragraph, [235.0, 1928.0, 1254.0, 46.5], mHOHpSCAH9, 5682367]
[paragraph, [235.0, 1974.5, 1254.0, 46.5], mHOHpSCAH9, 5682367]
[paragraph, [235.0, 2021.0, 1254.0, 46.5], mHOHpSCAH9, 5682367]
[paragraph, [233.0, 2102.0, 1187.0, 46.5], vhMsZrQTB8, 5682367]
[paragraph, [233.0, 2148.5, 1187.0, 46.5], vhMsZrQTB8, 5682367]
[paragraph, [233.0, 2195.0, 1187.0, 46.5], vhMsZrQTB8, 5682367]
[paragraph, [233.0, 2265.0, 530.0, 46.5], cLZzrTm9Th, 5682367]
