[1200, 825]
[section-title, [144.0, 107.0, 298.0, 30.0], shoonya_5sZ8AI8AWZESOV, 5690989]
[reference, [145.0, 140.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 158.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 176.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 194.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 212.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 230.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 248.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 266.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 284.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 302.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 320.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 338.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 356.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 374.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 392.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 410.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 428.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 446.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 464.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 482.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 500.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 518.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 536.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 554.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 572.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 590.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 608.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 626.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 644.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 662.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [145.0, 680.0, 538.0, 18.0], shoonya_2sFAALK48JQYX8, 5690989]
[reference, [144.0, 759.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 777.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 795.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 813.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 831.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 849.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 867.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 885.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 903.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 921.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 939.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 957.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 975.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 993.0, 552.0, 18.0], QkVsVppFmN, 5690989]
[reference, [144.0, 1011.0, 552.0, 18.0], QkVsVppFmN, 5690989]
